repositoryName
raml-org/raml-java-parser
arangodb/arangodb-java-driver
eclipse/eclipse.jdt.ls
SeleniumHQ/fluent-selenium
seleniumkit/gridrouter
streamnative/pulsar-flink
vbauer/jackdaw
mahmoudparsian/data-algorithms-book
ChargeTimeEU/Java-OCA-OCPP
yandex-qatools/postgresql-embedded
shekhargulati/99-problems
Progether/JAdventure
OfficeDev/ews-java-api
amihaiemil/docker-java-api
jboss-javassist/javassist
Splitet/SplitetFramework
matteobaccan/owner
beanshell/beanshell
SonarSource/sonar-custom-rules-examples
gresrun/jesque
acciente/oacc-core
datasift/dropwizard-extra
decorators-squad/eo-yaml
checkstyle/sonar-checkstyle
danielwegener/logback-kafka-appender
timols/jenkins-gitlab-merge-request-builder-plugin
ngageoint/elasticgeo
ahmetaa/zemberek-nlp
garbagemule/MobArena
VisualDataWeb/OWL2VOWL
nhaarman/ListViewAnimations
boonproject/boon
ua-parser/uap-java
Simmetrics/simmetrics
jlinn/quartz-redis-jobstore
apache/predictionio-sdk-java
RichardWarburton/lambda-behave
radkovo/Pdf2Dom
sebastianbenz/Jnario
Ekryd/sortpom
awslabs/amazon-kinesis-client
preon/preon
mslosarz/nextrtc-signaling-server
RUB-NDS/WS-Attacker
gkopff/gson-jodatime-serialisers
bernardosulzbach/dungeon
confluence-publisher/confluence-publisher
tobiasflohre/movie-database
groupon/DotCi
NLPchina/elasticsearch-sql
HiveRunner/HiveRunner
timols/java-gitlab-api
OpenPojo/openpojo
Aconex/scrutineer
zinggAI/zingg
jmxtrans/jmxtrans-agent
vmi/selenese-runner-java
gardncl/elements-of-programming-interviews
pinterest/singer
ottogroup/flink-spector
fordfrog/apgdiff
movsim/movsim
dlsc-software-consulting-gmbh/CalendarFX
dschulten/hydra-java
neuland/jade4j
cache2k/cache2k
