repositoryName
kobylynskyi/graphql-java-codegen
groovy/GMavenPlus
liquibase/liquigraph
jeluard/semantic-versioning
Cosium/git-code-format-maven-plugin
lukaszlenart/launch4j-maven-plugin
ferstl/depgraph-maven-plugin
maven-download-plugin/maven-download-plugin
git-commit-id/git-commit-id-maven-plugin
eirslett/frontend-maven-plugin
Alfresco/alfresco-sdk
randomizedtesting/randomizedtesting
coveooss/fmt-maven-plugin
offbynull/coroutines
qoomon/maven-git-versioning-extension
asciidoctor/asciidoctor-maven-plugin
torquebox/jruby-maven-plugins
fabiomaffioletti/jsondoc
bytedeco/javacpp
antlr/antlr4
talios/clojure-maven-plugin
amaembo/huntbugs
davidB/scala-maven-plugin
mathieucarbou/license-maven-plugin
Devskiller/jpa2ddl
tbroyer/gwt-maven-plugin
Thomas-S-B/visualee
confluence-publisher/confluence-publisher
spotify/dockerfile-maven
phax/ph-css
trautonen/coveralls-maven-plugin
allegro/grunt-maven-plugin
sdbg/sdbg
eclipse/microprofile
github/maven-plugins
victools/jsonschema-generator
Cornutum/tcases
cqfn/eo
electronicarts/ea-async
bytemanproject/byteman
airlift/drift
openjfx/javafx-maven-plugin
javafx-maven-plugin/javafx-maven-plugin
fizzed/rocker
takari/takari-maven-plugin
