repositoryName
everitoken/evt4j
kobylynskyi/graphql-java-codegen
Kong/unirest-java
manoelcampos/cloudsimplus
verhas/License3j
Frameworkium/frameworkium-core
OWASP/SecurityShepherd
flapdoodle-oss/de.flapdoodle.embed.process
approvals/ApprovalTests.Java
zandero/rest.vertx
jelmerk/hnswlib
jhg023/SimpleNet
dpaukov/combinatoricslib3
panda-lang/panda
greenmail-mail-test/greenmail
roskenet/springboot-javafx-support
Hakky54/sslcontext-kickstart
dnsjava/dnsjava
ctongfei/progressbar
offbynull/coroutines
aramrami/OWASP-CSRFGuard
objectify/objectify
Hakky54/log-captor
qoomon/maven-git-versioning-extension
jitsi/ice4j
vlingo/xoom-examples
yona-lang/yona
dialex/JColor
julianhyde/sqlline
sagframe/sagacity-sqltoy
SERG-Delft/jpacman-framework
pgjdbc/pgjdbc
yuzutech/kroki
microsoft/mssql-jdbc
cybernobie/Cognizant_Early_Engagement
redfx-quantum/strange
skjolber/3d-bin-container-packing
WojciechZankowski/iextrading4j
hyperledger/fabric-chaincode-java
developersu/ns-usbloader
StrongKey/fido2
eclipse-ee4j/jsonp
unitsofmeasurement/unit-api
LearningByExample/reactive-ms-example
games647/LagMonitor
moquette-io/moquette
restfb/restfb
sqlite-sync/SQLite-sync.com
timols/java-gitlab-api
bytemanproject/byteman
apache/commons-collections
xerial/sqlite-jdbc
eiiches/jackson-jq
VueGWT/vue-gwt
apache/incubator-retired-gossip
rubenlagus/TelegramBots
red6/pdfcompare
jmock-developers/jmock-library
netty/netty-incubator-codec-quic
hapifhir/hapi-fhir-jpaserver-starter
sevntu-checkstyle/sevntu.checkstyle
pinterest/singer
docbleach/DocBleach
Sayi/poi-tl
svendiedrichsen/jollyday
julianhyde/morel
AlmasB/FXGL
jgitver/jgitver
aikar/commands
ThreeTen/threeten-extra
