groupId,artifactId
com.mulesoft.munit,mule-munit-support
org.apache.tomee,tomee-plume-webapp
com.documents4j,documents4j-client
org.gluu,gluu-orm-standalone
org.talend,talendMQRFH2
de.resol,vbus
org.apache.shiro,shiro-spring
org.apache.dolphinscheduler,dolphinscheduler-datasource-db2
org.wicketTutorial,CheckBoxAjaxTree
org.apache.nifi,nifi-atlas-reporting-task
com.microsoft.bot,bot-ai-luis-v3
org.jboss.forge.addon,text
com.evolveum.midpoint.model,workflow-api
org.gephi,desktop-io-export
org.apache.avro,trevni-core
org.apache.axis2.wso2,axis2-jaxbri
com.ctrip.soa.caravan,caravan-configuration
org.springframework.boot,spring-boot-starter-mustache
io.ebean,ebean-test-docker
org.sweble.wom3,sweble-wom3-core
org.apache.eagle,eagle-alert-app
org.eclipse.vorto,mapping-converter-date
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.mstparser-model-parser-en-eisner
org.jclouds.provider,bluelock-vcloud-zone01
org.jboss.spec.javax.interceptor,jboss-interceptors-api_1.2_spec
org.springframework.batch,spring-batch-infrastructure
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.maltparser-model-parser-pl-linear
org.pentaho.di.plugins,get-fields-core
org.metawidget.integration-tests.shared,allwidgets-shared-model
org.oreon.common,oe-common-world
com.facebook.presto,presto-hive-common
io.swagger.core.v3,swagger-jaxrs2-servlet-initializer
org.jitsi,jitsi-configuration
com.squareup.okhttp,mockwebserver
com.google.api-client,google-api-client-servlet
org.ocpsoft.prettytime,prettytime
io.smallrye,smallrye-graphql-ui-graphiql
com.walmartlabs.concord.plugins.basic,concord-tasks
io.selendroid,selendroid-client
org.apache.qpid,qpid-amqp-1-0-client-jms
org.sculptorgenerator.examples.mongodb-samples,sculptor-shipping-generator
com.megaease.easeagent,zipkin-mock
org.dspace,dspace-oai
ddf.jaxb,catalog-transformer-xml-binding
software.amazon.lambda,powertools-metrics
io.atomix,atomix-utils
com.ibm.informix,jdbc
eu.modernmt,mmt-decoder-neural
org.exoplatform.gatein.portal,exo.portal.component.web.oauth-common
org.apache.camel.quarkus,camel-quarkus-qute
org.geotools.jdbc,gt-jdbc-oracle
de.mirkosertic.bytecoder,java.datatransfer
io.seata,seata-saga-rm
org.apdplat,word
org.webjars,jQuery-slimScroll
org.apache.servicecomb.demo,crossapp-client
org.eclipse.jetty,jetty-unixsocket
com.vaadin,reusable-theme
org.dcm4che,dcm4che-conf-ldap
io.smallrye.reactive,mutiny-reactor
software.amazon.awscdk,timestream
org.joyqueue,joyqueue-toolkit
com.yiqiniu.easytrans.demos,tccandfescar-wallet-api
com.jetdrone,yoke.middleware.reststore
org.jitsi,jitsi-notification-service
org.glassfish.deployment,dol
com.samskivert,pythagoras
org.dromara,myth-demo-dubbo-inventory-api
org.apache.asterix,asterix-algebra
org.duracloud,common
it.eng.spago,spago-core
eu.europa.ec.joinup.sd-dss,dss-server-signing-rest
org.springframework.cloud,spring-cloud-starter-netflix-eureka-server
org.apache.hadoop,hadoop-cloud-storage
org.seasar.aptina,aptina-unit
com.walmartlabs.concord.server,concord-server
io.atlasmap,atlas-json-service
cloud.piranha.extension,piranha-extension-slim
org.elasticsearch,elasticsearch-x-content
org.apache.camel.quarkus,camel-quarkus-cm-sms
io.swagger,swaggersocket.js
org.apache.stratos,aws-ec2
org.springframework.ldap,spring-ldap-core
org.deeplearning4j,deeplearning4j-modelimport
co.elastic.apm,apm-rabbitmq-spring
org.apache.cloudstack,cloud-plugin-storage-allocator-random
org.openjdk.jmc,org.openjdk.jmc.flightrecorder.ext.g1
org.apache.sentry,sentry-dist
com.github.markusbernhardt,proxy-vole
org.apache.servicemix.bundles,org.apache.servicemix.bundles.commons-dbcp
com.blazebit,blaze-persistence-integration-jaxrs-jsonb
iot.technology,IOT-Guide-TSL
org.jenkins.plugins.statistics.gatherer,statistics-gatherer
commons-logging,commons-logging-api
org.apache.knox,gateway-openapi-ui
com.esotericsoftware.kryo,kryo
org.eclipse.jetty,test-jetty-servlet
edu.cmu,tetrad-lib
com.luckycatlabs.sotoo,SunriseSunsetCalculator
org.swinglabs.swingx,swingx-mavensupport
org.apache.tomee,arquillian-tomee-webapp-remote
io.joyrpc,joyrpc-serialization-fastjson
org.seleniumhq.selenium,selenium-server
io.helidon.metrics,helidon-metrics-jaeger
org.projectnessie,nessie-versioned-persist-serialize
org.xwiki.platform,xwiki-platform-notifications-api
com.facebook.presto,presto-geospatial
org.apache.camel,camel-jcache
org.apache.uima,uimaj-core
org.hotswapagent,hotswap-agent-zk-plugin
org.kaazing,mina-integration-jmx
com.squareup.keywhiz,keywhiz-testing
org.moduliths,moduliths-sample
io.scigraph,scigraph-core
org.apache.camel.quarkus,camel-quarkus-threadpoolfactory-vertx
org.apache.archiva.maven,archiva-maven-model
org.opencastproject,opencast-inspection-workflowoperation
org.springframework.osgi,spring-osgi-annotation
org.apache.zeppelin,spark-interpreter
org.jboss.aerogear,aerogear-otp-java
org.apache.streampipes,streampipes-wrapper-flink
org.odpi.egeria,server-author-view-spring
org.hibernate.reactive,hibernate-reactive-core
org.jetlinks.community,common-component
org.eclipse.persistence,javax.persistence
org.apache.sling,org.apache.sling.testing.hamcrest
org.forgerock.ce.openam,openam-auth-datastore
org.jboss.naming,jnpserver
org.apache.cloudstack,cloud-plugin-user-authenticator-plaintext
org.apache.synapse,synapse-tasks
com.google.code.maven-play-plugin.net.tanesha.recaptcha4j,recaptcha4j
io.kubernetes,client-java
com.squareup.dagger,dagger
fish.payara.monitoring-console,monitoring-console-api
io.quarkus,quarkus-panache-common
org.sonatype.nexus.plugins,nexus-blobstore-tasks
io.joynr.java,jeeintegration
com.azure,azure-storage-file-share
com.thinkbiganalytics.kylo,kylo-security-auth-file
nu.validator,validator
net.sourceforge.htmlunit,neko-htmlunit
org.apache.camel,camel-jslt
org.jruby.jcodings,jcodings
org.eclipse.jkube,jkube-kit-build-api
com.google.cloud,google-cloud-datacatalog
org.apache.beam,beam-sdks-java-extensions-sql
com.github.bbottema,rtf-to-html
com.google.caliper,caliper-worker
org.apache.camel.quarkus,camel-quarkus-jacksonxml
org.openjdk.jol,jol-cli
org.jinq,jinq-jpa-test
org.apache.rya,rya.prospector
org.moditect.layrry,layrry-core
org.apache.bookkeeper,bookkeeper-common
io.cdap.cdap,cdap-explore
org.hibernate,hibernate-infinispan
org.pentaho.di.plugins,pdi-engine-configuration-impl
org.springframework.cloud,spring-cloud-starter-task
org.apache.camel.quarkus,camel-quarkus-stomp-deployment
com.nitorcreations,junit-runners
org.eclipse.microprofile.config,microprofile-config-tck
org.springframework.cloud.fn,function-test-support
org.apache.hop,hop-transform-changefileencoding
org.apache.ddlutils,ddlutils
com.n3twork.druid,extendedset
org.alluxio,alluxio-table-server-underdb-hive
org.openhab.addons.bundles,org.openhab.binding.rme
org.glassfish.main.admin,rest-service
net.sf.gilead,gilead-core
com.cxytiandi,kitty-spring-cloud-starter-dubbo
io.quarkus,quarkus-reactive-routes
org.apache.struts,struts-el
org.spiderflow,spider-flow-mailbox
org.jboss.narayana.xts,wstx11
com.orientechnologies,orientdb-distributed
fr.turri,jISO8601
org.eclipse.vorto,mapping-target-ditto
org.nd4j,nd4j-x86
org.wicketstuff,wicketstuff-push-timer
org.wso2.carbon.identity.hash.provider.pbkdf2,org.wso2.carbon.identity.hash.provider.pbkdf2.server.feature
com.google.apis,google-api-services-gmail
org.sculptorgenerator.eclipse,org.sculptor.dsl
org.apache.geronimo.specs,geronimo-jpa_2.1_spec
org.jline,jline-reader
org.eclipse.hono,client-device-connection-infinispan
com.amazonaws,aws-java-sdk-cloudformation
com.google.cloud.sql,mysql-socket-factory
berkeleydb,je
ro.pippo,pippo-freemarker
com.google.cloud,google-cloud-video-transcoder
com.oracle.oci.sdk,oci-java-sdk-containerengine
com.squareup.okhttp,okhttp
org.netbeans,jemmy
org.cleartk,cleartk-ml-svmlight
org.apache.nifi.registry,nifi-registry-revision-common
org.springframework.cloud,spring-cloud-task-batch
com.github.tomas-langer,chalk
com.zuoxiaolong,niubi-job-scanner
com.gluonhq.attach,local-notifications
com.google.guava,failureaccess
com.github.dhorions,boxable
io.prometheus,simpleclient_vertx
com.qihoo.qsql,qsql-core
org.apache.ranger,unixusersync
org.keycloak,keycloak-adapter-spi
com.thedeanda,lorem
com.owasp.zap,lablib-checkboxtree
com.netease.nim,camellia-redis-proxy-discovery-zk
org.forgerock.ce.openam,openam-auth-nt
org.apache.camel.quarkus,camel-quarkus-jooq-deployment
org.hisp.dhis,dhis-service-reporting
org.wildfly.arquillian,wildfly-arquillian-container-remote
org.glassfish,javax.security.auth.message
org.glassfish.hk2,hk2-api
org.springframework.cloud.fn,mqtt-consumer
com.github.cmacdonald,memory-measurer
org.xujin.moss,moss-service
org.locationtech.spatial4j,spatial4j
io.fabric8,spring-cloud-kubernetes-core
io.micronaut,micronaut-inject-java
com.github.zhangyingwei,cockroach-core
org.biojava,biojava
org.tribuo,tribuo-tensorflow
cn.springcloud.gray,spring-cloud-gray-server-plugin-eureka
io.thorntail,jose
org.neo4j,neo4j-spatial-index
de.codeset.gwt.notification,de.codeset.gwt.notification.notification-api
com.auth0,java-jwt
org.apache.rocketmq,rocketmq-remoting
net.jodah,concurrentunit
org.openjdk.jmc,flightrecorder.rules.jdk.test
com.azure.spring,azure-spring-integration-test
com.cognifide.qa.bb,bb-junit
cn.iocoder.boot,yudao-spring-boot-starter-excel
org.apache.camel,camel-resilience4j
com.zmops,zeus-rest
org.elasticsearch.plugin,reindex-client
de.flapdoodle,de.flapdoodle.os
org.wso2.carbon.identity.outbound.auth.oidc,org.wso2.carbon.identity.application.authenticator.oidc
pentaho-kettle,kettle-dbdialog
org.springframework.cloud.fn,splitter-function
org.apache.nifi,nifi-security-kerberos
it.geosolutions.imageio-ext,imageio-ext-cog-streams
org.apache.nifi,nifi-schema-utils
org.glassfish.jersey.containers,jersey-container-grizzly2-http
io.prestosql.hive,hive-apache
com.asakusafw.info,asakusa-info-hive
com.github.edgedalmacio,random-user-agent-java
ch.cyberduck,jersey
org.joyqueue,joyqueue-web-handler
org.netbeans.modules,org-netbeans-modules-scala-fontscolors
org.carlspring.strongbox,strongbox-security-api
com.webank.wedatasphere.linkis,linkis-entrance
io.reinert.requestor.ext,requestor-gwtjackson
org.glassfish.main.common,glassfish-mbeanserver
io.gravitee.apim.gateway,gravitee-apim-gateway-dictionary
org.keycloak,keycloak-jetty93-adapter
com.itextpdf,itext-pdfa
slash.navigation,route-converter-tools
com.google.inject.extensions,guice-persist
org.testingisdocumenting.webtau,webtau-http-groovy
org.apache.james,blob-cassandra
org.wildfly.swarm,msc-runtime
org.testcontainers,solr
edu.isi,import-avro
org.apache.james,james-server-guice-webadmin
org.apache.nifi,nifi-flowfile-repo-serialization
org.eclipse.kapua,kapua-consumer-telemetry
org.apache.karaf.examples,karaf-rest-example-client-http
com.qcadoo.mes,mes-plugins-avg-labor-cost-calc-for-order
org.neo4j,neo4j-values
org.red5,red5-service
org.apache.jclouds.api,cloudwatch
org.jboss.resteasy,arquillian-utils
com.hurence.logisland,logisland-service-influxdb-api
io.codearte.props2yaml,props2yaml
com.github.goekay,CompositeJKS
org.springframework.cloud,spring-cloud-contract-stub-runner-boot
org.eclipse.jetty,jetty-server
io.github.kobylynskyi,graphql-java-codegen
com.adobe.acs,acs-aem-commons-oakpal-checks
com.oracle.oci.sdk,oci-java-sdk-dts
org.exist-db,exist-counter
org.apache.hop,hop-databases-netezza
site.ycsb,ignite-binding
org.restlet.dev,org.restlet.ext.json
org.matheclipse,matheclipse-io
com.azure,azure-ai-metricsadvisor
org.apache.camel,camel-jsch
com.didichuxing.datachannel,log-agent-channel
org.apache.archiva.configuration,archiva-configuration-model
org.hawkular.apm,hawkular-apm-examples-vertx-opentracing-common
org.eclipse.jetty.demos,demo-simple-webapp
org.clojars.runa,conjure
org.glassfish.jersey.test-framework.providers,jersey-test-framework-provider-simple
org.jboss.seam,jboss-seam-debug
io.quarkus,quarkus-hibernate-orm-panache-deployment
org.linlinjava,litemall-admin-api
tech.powerjob,powerjob-official-processors
org.forgerock.ce.commons,forgerock-jaspi-container
org.pcap4j,pcap4j-sample
org.mobicents.servlet.sip.containers,sip-servlets-tomcat-jboss4
com.google.cloud,google-cloud-nio
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-ner-ru-freme-wikiner
org.apache.mahout.commons,commons-cli
com.hubspot,SingularityMesosClient
org.apache.camel.quarkus,camel-quarkus-support-reactor-netty-deployment
org.hisp.dhis,dhis-service-field-filtering
org.opencastproject,opencast-email-template-service-api
org.pac4j,pac4j-oauth
org.apereo.cas,cas-server-core-web
org.apache.jackrabbit,oak-core-spi
com.wordnik,swagger-jersey-jaxrs_2.10
net.java.dev.inflector,inflector
ddf.security.interceptor,security-interceptor-guest
io.seata,seata-saga-tm
com.amazon.ion,ion-java
org.apache.hbase,hbase-shaded-server
io.smallrye.reactive,mutiny-reactive-streams-operators
com.oracle.oci.sdk,oci-java-sdk-database
org.eclipse.tycho,org.eclipse.osgi
org.jacoco,org.jacoco.report.test
org.apache.maven,maven-repository-metadata
org.linguafranca.pwdb,KeePassJava2-simple
io.quarkus,quarkus-mongodb-panache-deployment
org.joyqueue,joyqueue-datasource-api
io.quarkus.http,quarkus-http-vertx-backend
org.apache.cassandra,cassandra-thrift
com.facebook.presto,presto-rakam-raptor
com.zmops,zeus-message
org.apache.calcite,calcite-avatica
opensymphony,sitemesh
io.hops,hadoop-mapreduce-client-hs
org.kaazing,gateway.resource.address
com.atg.openssp,channel-adserver
org.wso2.ei,org.wso2.micro.integrator.crypto.provider
org.jboss.narayana.jts,narayana-jts-idlj
org.dominokit,domino-ui-shared
org.apache.iceberg,patched-iceberg-core
org.springframework.cloud,spring-cloud-function-grpc-cloudevent-ext
org.isisaddons.module.xdocreport,isis-module-xdocreport-dom
org.apache.camel,camel-base-engine
org.jenkins-ci.plugins,authentication-tokens
org.apache.servicemix.bundles,org.apache.servicemix.bundles.jaxb-xjc
org.springframework.cloud,spring-cloud-stream
org.apache.drill.metastore,drill-iceberg-metastore
co.nstant.in,cbor
io.confluent,kafka-streams-avro-serde
com.camunda.consulting,commons
com.kumuluz.ee,kumuluzee-loader
org.apache.shenyu,shenyu-spring-boot-starter-plugin-context-path
com.vladmihalcea,hibernate-master-class-core
org.dcm4che.dcm4chee-arc,dcm4chee-arc-pdq-fhir
com.thinkbiganalytics.kylo.integrations,kylo-spark-job-profiler-model
com.spotify,apollo-api
org.cedj.geekseek,geekseek-domain-relation
org.dkpro.core,dkpro-core-api-resources-asl
com.badlogicgames.gdx,gdx-backend-headless
org.nd4j,guava
org.wildfly.swarm,undertow-runtime
org.jenkins-ci.plugins,handy-uri-templates-2-api
org.dkpro.core,dkpro-core-api-embeddings-asl
org.jboss.narayana.rts,narayana-lra
com.kumuluz.ee,kumuluzee-jpa-common
com.salesforce.servicelibs,grpc-testing-contrib
org.openscience.cdk,cdk-formula
de.learnlib,learnlib-emptiness-oracles
org.openimaj,processing-core
com.jetdrone,yoke
org.sculptorgenerator,sculptor-framework-mongodb
com.cxytiandi,kitty-distributed-sentinel
org.wso2.carbon.analytics-common,org.wso2.carbon.databridge.receiver.binary
com.oracle.oci.sdk,oci-java-sdk-dns
org.dromara,hmily-config-all
com.tag.math,common-util
org.lappsgrid,vocabulary
net.runelite.jogl,jogl-all-natives-macosx
org.wildfly.swarm,topology
org.xwiki.platform,xwiki-platform-livedata-api
org.projectnessie,nessie-versioned-persist-rocks
org.wso2.carbon.registry,org.wso2.carbon.registry.search.stub
org.dcm4che.dcm4chee-arc,dcm4chee-arc-id
org.isisaddons.wicket.summernote,isis-wicket-summernote-cpt
com.microsoft.azure.functions,azure-functions-java-library
org.apache.drill.contrib,drill-storage-hbase
org.modeshape,modeshape-web-cmis
org.wildfly.swarm,connector
org.apache.camel.quarkus,camel-quarkus-avro-rpc
org.jzy3d,jzy3d-tester-native
org.cornutum.tcases,tcases-io
org.dnsjava,dnsjava
org.noear,luffy-solon-plugin
ru.yandex.qatools.allure,allure-model
org.ops4j.pax.exam,pax-exam-container-karaf
io.takari,takari-archiver
org.joyqueue,joyqueue-client-kafka
org.mrgeo,mrgeo-cmd-export
edu.isi,karma-util
org.apache.syncope.ext.oidcc4ui,syncope-ext-oidcc4ui-rest-cxf
org.apache.hop,hop-transform-filelocked
net.sourceforge.javaflacencoder,java-flac-encoder
org.joyqueue,joyqueue-broker-mqtt
systems.manifold,manifold-json-rt
org.jboss.forge.addon,addon-manager-api
org.sculptorgenerator,sculptor-generator-library
com.ejlchina,bean-searcher-boot-starter
org.apache.camel.quarkus,camel-quarkus-univocity-parsers
org.apache.dubbo,dubbo-spring-boot-actuator
org.openhab.addons.bundles,org.openhab.binding.ojelectronics
com.approvaltests,approvaltests
io.gravitee.apim.gateway,gravitee-apim-gateway-env
org.openjdk.jmc,flightrecorder.writer.test
software.amazon.awssdk,iam
org.onebusaway,onebusaway-cli
org.interledger,stream-core
org.webjars,openlayers
org.apache.camel,camel-printer
org.cloudfoundry,cloudfoundry-client
org.pentaho.reporting.library,libsparkline
org.apache.camel,camel-ehcache
pl.touk,throwing-function
com.lishid,openinvplugincore
org.apache.shardingsphere.elasticjob,elasticjob-lite-spring-boot-starter
io.prometheus,simpleclient_servlet
io.quarkus,quarkus-resteasy-links
com.intellij,util
org.apache.commons,commons-vfs2-sandbox
com.ftpix.homedash.plugins,systeminfo
com.alipay.sofa,sofa-tracer-redis-plugin
org.apache.james,james-server-dnsservice-test
org.apache.hudi,hudi-java-client
com.vladsch.flexmark,flexmark-ext-definition
com.netease.nim,camellia-redis-proxy-nacos-spring-boot-starter
com.github.Querz,NBT
org.asynchttpclient,async-http-client-extras-registry
org.dromara,hmily-config-api
com.hope,hope-core
cn.hippo4j,log-record-tool
com.plotsquared.bukkit,PlotSquared
org.netbeans.html,ko-ws-tyrus
org.jdbi,jdbi3-sqlobject
org.dcm4che.dcm4chee-arc,dcm4chee-arc-ups-stgcmtscu
org.ops4j.pax.exam,pax-exam-container-forked
com.hortonworks.registries,storage-tool
com.tobedevoured.naether,core
ch.cyberduck,storegate
org.eclipse.microprofile.openapi,microprofile-openapi-api
org.forgerock.ce.commons,i18n-core
io.lumify,lumify-twitter-graph-property-worker
org.apache.servicecomb.archetypes,business-service-jaxrs-archetype
com.typesafe.akka,akka-transactor_2.10
org.openjdk.jcstress,jcstress-result-gen
org.apache.hop,hop-action-pgpfiles
eu.chargetime.ocpp,v2_0
org.apache.edgent.android,edgent-connectors-websocket-misc
org.yaml,snakeyaml
io.hawt,hawtio-log-osgi
org.apache.camel,camel-yaml-dsl-common
org.xwiki.platform,xwiki-platform-store-merge-api
net.sourceforge.streamsupport,streamsupport
simple.group,simple.artifact.dep
br.net.fabiozumbi12.RedProtect,RedProtect
org.jboss.forge.addon,git-api
org.camunda.bpm.qa.upgrade,camunda-qa-db-rolling-update-util
org.xwiki.platform,xwiki-platform-user-api
com.iteima.shop,shop-api
org.glassfish.jersey.tests.integration,ejb-multimodule-lib
org.perfkit.sjk.parsers,sjk-jfr6
org.perfkit.sjk.parsers,sjk-jfr5
com.thinkbiganalytics.kylo,kylo-commons-spark-shell-api
io.fabric8.funktion,funktion-runtime
org.springframework.integration,spring-integration-voldemort
org.lmdbjava,lmdbjava
com.hazelcast,hazelcast-sql-core
org.apache.xmlgraphics,batik-rasterizer-ext
com.yahoo.athenz,athenz-cert-refresher
org.eclipse.persistence,org.eclipse.persistence.core.test.framework
org.restlet.dev,org.restlet.ext.atom
com.pivovarit,parallel-collectors
org.pacesys,openstack4j-core-test
org.wildfly.swarm,topology-webapp
org.jboss.narayana.xts,wscf11
org.eclipse.jkube,jkube-kit-generator-maven
org.netbeans.api,org-netbeans-modules-projectuiapi-base
xerces-J,xercesImpl
fish.payara.server.internal.admingui,console-jts-plugin
org.jvnet.maven-jellydoc-plugin,jellydoc-annotations
gov.nih.nlm.nls.lexaccess,lexaccess-dist
org.apache.james,apache-mailet-amqp
org.wso2.carbon.identity.server.api,org.wso2.carbon.identity.api.server.secret.management.v1
de.rototor.pdfbox,graphics2d
org.dcm4che.dcm4chee-arc,dcm4chee-arc-validation
io.searchbox,jest
org.nd4j,nd4j-cuda-11.4-preset
org.apache.maven,maven-profile
com.github.dianbaer,threadmsg
net.sf.meka.thirdparty,mst
org.apache.ws.commons.axiom.wso2,axiom
org.apache.sling,org.apache.sling.models.impl
io.airlift,dbpool
io.airlift,configuration
ca.uhn.hapi.fhir,hapi-fhir-android
com.swrve,rate-limited-logger
tech.powerjob,powerjob-server-common
io.reactivex.rxjava2,rxkotlin
co.elastic.apm,apm-kafka-headers-plugin
com.lenis0012.bukkit,loginsecurity
org.wicketstuff,wicketstuff-sitemap-xml
org.wso2.is,org.wso2.carbon.identity.test.integration.service
org.apache.uima,WhitespaceTokenizer
com.camunda.consulting.connectors,outlookconnector
org.linlinjava,litemall-db
org.jboss.windup.jdt,windup-eclipse-jdt
com.scylladb,scylla-driver-core
org.apache.archiva,audit
org.apache.tika,tika-parser-text-module
org.springframework.data,spring-data-rest-hal-browser
org.apache.camel.quarkus,camel-quarkus-mllp
com.github.jnr,jnr-netdb
io.cdap.cdap,cdap-security-spi
io.milton,milton-server-ent
org.eclipse.jetty.websocket,websocket-javax-client
co.unruly,java-8-matchers
software.amazon.awssdk,route53
org.apache.archiva,metadata-store-jcr
org.apache.karaf.diagnostic,org.apache.karaf.diagnostic.boot
org.apache.tephra,tephra-api
com.linkedpipes,model-pipeline
org.odpi.egeria,rex-view-api
io.prestosql.tempto,tempto-kafka
org.glassfish.main.admingui,console-common
com.dlsc.pickerfx,pickerfx
org.glassfish.main.common,amx-javaee
io.opentracing.contrib,opentracing-grpc
org.apache.dubbo,dubbo-remoting-etcd3
io.netty.incubator,netty-incubator-transport-native-io_uring
io.github.biezhi,oh-my-email
org.eclipse.hawkbit,hawkbit-mgmt-resource
io.quarkus,quarkus-oidc-client-reactive-filter
org.apache.eagle,alert-metadata-service
kg.apc,cmdrunner
com.kunstmusik,blue-score-layers-patterns-core
com.helger,ph-css
org.apache.jclouds.api,rackspace-cloudfiles
com.hazelcast,hazelcast-enterprise
org.jolie-lang,btl2cap
org.scale7,scale7-core
com.github.fakemongo,fongo
com.baeldung.servicemodule,servicemodule1
com.baeldung.servicemodule,servicemodule2
org.flywaydb.flyway-test-extensions,flyway-dbunit-test
org.apache.nifi,nifi-json-utils
com.netease.nim,camellia-redis-proxy-spring-boot-starter
org.gephi,desktop-tools
org.sonatype.nexus,nexus-orient-console
io.swagger.core.v3,swagger-integration
org.spiderflow,spider-flow-api
io.lumify,lumify-gpw-video-webm-encoder
com.droidefense,core
io.mycat,hbt
com.microsoft.azure,qpid-proton-j-extensions
org.glassfish.extras,glassfish-embedded-web
org.springframework.cloud.fn,http-supplier
io.restx,restx-stats-admin
org.eclipse.hono,kafka-test-utils
org.openrdf.sesame,sesame-sail-api
org.eobjects.datacleaner,DataCleaner-uniqueness
org.sonarsource.java,java-frontend
org.igniterealtime.openfire,i18n
com.codenvy.plugin,codenvy-plugin-github-factory-resolver
co.elastic.apm,apm-es-restclient-plugin-5_6
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.opennlp-model-tagger-nl-perceptron
org.openhab.addons.bundles,org.openhab.binding.gpstracker
org.gephi,project-api
org.apache.rya,rya.test.mongo
commons-collections,commons-collections-testframework
com.speedment.runtime,runtime-compute
org.xwiki.platform,xwiki-platform-store-locks
com.navercorp.volleyextensions,volley-caches
org.tynamo.gae,esxx-httpclient-gae
org.apache.camel,camel-telegram
org.eclipse.kapua,kapua-message-internal
org.elasticsearch,elasticsearch
com.kumuluz.ee,kumuluzee-cdi-weld
org.orekit,orekit
io.github.jhipster,jhipster-framework
org.apache.pulsar,pulsar-client-all
io.cucumber,cucumber-guice
io.quarkus,quarkus-jdbc-mariadb-deployment
org.joyqueue,joyqueue-archive-hbase
org.springframework.cloud,spring-cloud-starter-consul-config
org.enodeframework,enode-ons
com.megaease.easeagent,utils-mock
org.jboss.narayana.rts,lra-service-base
org.apache.shenyu,shenyu-sync-data-http
io.quarkus,quarkus-neo4j
org.openhab.addons.bundles,org.openhab.binding.teleinfo
com.impetus.kundera.core,kundera-core
com.azure,azure-communication-phonenumbers
org.hyperic.hq.hqapi,hqapi1
org.apache.camel,camel-jira
com.wcs.wcslib,wcslib-vaadin-widget-multifileupload
org.apache.camel,camel-microprofile-health
io.awspring.cloud,spring-cloud-starter-aws-secrets-manager-config
fr.opensagres.xdocreport,fr.opensagres.xdocreport.remoting.shared
org.eclipse.jetty.demos,demo-jndi-webapp
fish.payara.server.internal.admin,monitoring-core
org.evosuite,evosuite-standalone-runtime
org.webjars.npm,heap
org.apache.amber,amber-oauth2-authzserver
org.apache.camel.quarkus,camel-quarkus-sjms2-deployment
org.opencastproject,opencast-workspace-api
org.apache.james,apache-james-mailbox-api
it.geosolutions.imageio-ext,imageio-ext-png
org.ops4j.pax.url,pax-url-link
org.geonetwork-opensource,gn-dummy-api
org.gephi,timeline-api
com.didispace,scca-rest
org.jenkins-ci,core-annotation-processors
org.dkpro.meta,dkpro-meta-core
org.pac4j,pac4j-cas
org.togglz,togglz-test-harness
org.radargun,plugin-jbosscache2
com.alibaba.middleware,cli
com.github.java-json-tools,json-schema-core
org.forgerock.openam,openam-jaxrpc-schema
org.wicketstuff,wicketstuff-openlayers
io.quarkus,quarkus-jaeger
org.pentaho,pentaho-mql-editor-impl
io.bastillion,lmvc
org.jinterop,j-interop
org.apache.kylin,kylin-cache
com.zmops,server-client
org.springframework.experimental,spring-aot-gradle-plugin
org.apache.groovy,groovy-sql
org.restlet,org.restlet.ext.spring
org.openhab.addons.bundles,org.openhab.binding.smartthings
org.apache.maven.scm,maven-scm-provider-perforce
site.ycsb,geode-binding
org.apache.ignite,ignite-ml-spark-model-parser
ru.yandex.qatools.ashot,ashot
io.jenkins.plugins,analysis-model-api
org.openjdk.jmc,org.openjdk.jmc.jdp.test
io.mycat,mycat2
com.sun.hotspot.igv,Graph
com.github.bbottema,java-reflection
org.apache.isis.examples.apps,demo-wicket-common
net.openhft,stage-compiler
cn.springcloud.gray,spring-cloud-starter-gray-server
org.apache.aries.application,org.apache.aries.application.api
com.grinderwolf,slimeworldmanager-nms-v1_8_R3
org.wicketstuff,wicketstuff-offline-mode
org.dromara,myth-demo-springcloud-inventory-api
com.salesforce.servicelibs,reactor-grpc-stub
com.azure,azure-search-documents
org.signal,embedded-redis
org.openimaj,audio-processing
com.sia,sia-task-mapper-mybatis
org.apache.pdfbox,pdfbox-debugger
ai.labs,persistencestore-impl
com.thinkbiganalytics.kylo,kylo-service-monitor-core
org.openecard,i18n
io.seldon,seldon-java-client
org.dkpro.core,dkpro-core-mallet-asl
org.apache.isis.persistence,isis-persistence-jdo-datanucleus
org.wso2.carbon.registry,org.wso2.carbon.registry.indexing.stub
org.odpi.egeria,elasticsearch-integration-connector
com.emily.infrastructure,emily-spring-boot-core
org.jclouds,jclouds-allcompute
com.typesafe.akka,akka-remote
org.geekbang.projects,sm-core-model
it.unibz.inf.ontop,ontop-engine
org.apache.submarine,submarine-commons-utils
de.dfki.mary,marytts-common
org.eclipse.jkube,jkube-kit-enricher-specific
org.geowebcache,gwc-wmts
io.sarl.pythongenerator,io.sarl.pythongenerator.generator
org.jboss.logmanager,jboss-logmanager-ext
com.cdancy,bitbucket-rest
de.mirkosertic.bytecoder,java.xml
org.eclipse.aether,aether-transport-http
org.apache.storm,storm-opentsdb
org.netbeans.api,org-netbeans-modules-project-ant
io.stargate.config-store,config-store-api
