groupId,artifactId
org.openehealth.ipf.commons,ipf-commons-ihe-fhir-stu3-audit
org.glassfish.jaxb,jaxb-runtime
org.apache.cloudstack,cloud-plugin-planner-user-dispersing
org.hawkular.apm,hawkular-apm-analytics-service-rest-client
org.apache.jclouds.api,elasticstack
com.datastax.dse,dse-java-driver-graph
edu.isi,import-excel
org.apereo.cas,cas-server-support-oidc
org.apache.cxf,cxf-bundle-jaxrs
com.jolira,hickory
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.hunpos-model-tagger-sv-paroletags
io.opentracing,opentracing-noop
com.dumontierlab,pdb2rdf-cli
org.eclipse.kapua,kapua-security-certificate-internal
com.code972.hebmorph,hebmorph-lucene
org.hotswapagent,hotswap-agent-webobjects-plugin
org.hotswapagent,hotswap-agent-glassfish-plugin
org.codice.ddf.validator,catalog-validator-metacardframecenter
org.dkpro.core,dkpro-core-rftagger-asl
com.evolveum.icf,dummy-connector-fake
com.azure,azure-storage-queue
io.quarkus,quarkus-test-infinispan-client
io.vlingo.xoom,xoom-common
com.vaadin,flow-test-root-context-npm
io.vertx,vertx-cassandra-client
org.noear,sentinel-solon-plugin
org.hibernate,hibernate-ehcache
org.webjars.bower,elfinder
org.apache.maven.plugin-testing,maven-test-tools
com.twitter,algebird-core_2.12
org.dashbuilder,dashbuilder-renderer-google
org.apache.edgent.java7,edgent-analytics-math3
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.opennlp-model-tagger-pt-perceptron
com.tinkerpop.rexster,rexster-core
org.piccolo2d,piccolo2d-extras
com.googlecode.d2j,dex-tools
io.gravitee.apim.gateway,gravitee-apim-gateway-http
io.helidon.integrations.microstream,helidon-integrations-microstream-cache
org.wso2.carbon.identity.association.account,org.wso2.carbon.identity.user.account.association.stub
org.jolie-lang,xmlrpc
net.anotheria,moskito-webui
org.openhab.addons.bundles,org.openhab.binding.nikobus
org.apache.nifi,nifi-hive-services-api
aws.smithy.kotlin,serde-form-url-jvm
org.jruby,dirgra
com.alu.e3,common
org.batfish,question
org.glassfish.main.concurrent,concurrent-connector
org.xwiki.platform,xwiki-platform-index-tree-test-pageobjects
org.apache.lucene,lucene-spellchecker
com.thinkbiganalytics.kylo,kylo-security-api
org.corfudb,cmdlets
de.bwaldvogel,liblinear
org.gephi,appearance-api
io.castled,commons
org.apache.flink,statefun-protocol-shaded
com.alibaba.hbase,alihbase-connector
org.eclipse.kapua,kapua-datastore-test-steps
com.vmware.admiral,admiral-compute
org.geotools.xsd,gt-xsd-filter
org.apache.tapestry,tapestry-test
org.apache.hop,hop-transform-writetolog
fr.pilato.elasticsearch.crawler,fscrawler-workplacesearch-client
org.apache.maven.skins,maven-default-skin
io.apiman,apiman-manager-api-config
com.dtstack.flinkx,flinkx-connector-solr
me.dinowernli,java-grpc-prometheus
org.apache.asterix,asterix-runtime
org.gridgain,gridgain-visor
com.orientechnologies,orient-commons
software.amazon.awssdk,protocol-core
org.openhab.addons.bundles,org.openhab.persistence.mapdb
org.apache.rya,rya.pcj.fluo.test.base
ddf.catalog.transformer,tika-input-transformer
org.openhab.addons.bundles,org.openhab.binding.weathercompany
org.ops4j.pax.url,pax-url-obr
com.github.kwart.jsign,installcert
org.orcid,orcid-model
javax.mail,com.springsource.javax.mail
org.xwiki.platform,xwiki-platform-component-multi
io.quarkus,quarkus-spring-core-api
org.springframework.cloud,spring-cloud-contract-spec-groovy
io.krakens,java-grok
jug,polling-domain
com.ibm.fhir,fhir-audit
org.teiid.connectors,translator-openapi
com.ppdai.das,das-client
org.apache.hudi,hudi-spark-client
io.github.perplexhub,rsql-jpa
org.eclipse.emf,ecore-change
ysomap,common
org.springframework.cloud,spring-cloud-starter-bus-amqp
com.evolveum.midpoint.provisioning,ucf-impl-connid
org.geekbang.projects,my-cache
org.apache.ozone,ozone-interface-storage
org.teavm,teavm-eclipse-plugin
org.apache.ratis,ratis-shell
org.netbeans.api,org-netbeans-swing-outline
org.apache.camel,camel-spark
com.groupon.dse,spark-metrics_spark-1.x
io.quarkus,quarkus-logging-sentry-deployment
com.example,http-server-restdocs
org.wso2.carbon.identity.framework,org.wso2.carbon.claim.mgt.stub
com.google.code.xmltool,xmltool
com.github.skjolber.3d-bin-container-packing,visualizer-packaging
org.jenkins-ci.plugins,cloudbees-bitbucket-branch-source
com.kumuluz.ee,kumuluzee-jsf-mojarra
net.imagej,ij
org.geotools,gt-main
org.xwiki.platform,xwiki-platform-rendering-async-api
org.apache.knox,gateway-service-test
com.zhisheng.flink,flink-learning-common
com.alibabacloud.hipstershop,paymentservice-api
org.hotswapagent,hotswap-agent-cdi-plugin
org.javasimon,javasimon-javaee
cloud.piranha.extension,piranha-extension-apache-fileupload
io.syndesis.integration,integration-api
com.fasterxml.jackson.dataformat,jackson-dataformat-protobuf
com.gwtplatform,gwtp-all
net.masterthought,cucumber-reporting
org.unitils,unitils-core
org.openrdf.sesame,sesame-rio-trix
fish.payara.server.internal.admingui,cdieventbus-notifier-console-plugin-l10n
org.springframework.security,spring-security-oauth2-authorization-server
com.facebook.presto,presto-function-namespace-managers
io.github.resilience4j,resilience4j-bulkhead
org.apache.lucene,lucene-analyzers-smartcn
cloud.piranha.core,piranha-core-servlet-api
org.openhab.addons.bundles,org.openhab.binding.dmx
org.apache.wss4j,wss4j-ws-security-common
org.telegram,telegrambots
org.openrdf.sesame,sesame-rio-trig
org.openhab.addons.bundles,org.openhab.automation.groovyscripting
com.eatthepath,jvptree
org.locationtech.geowave,geowave-cli-dynamodb-embed
com.paritytrading.parity,parity-net
ch.iterate.onedrive,onedrive-java-client
org.apache.tika,tika-httpclient-commons
com.alibaba.otter,client-adapter.hbase
org.jolie-lang,jolie2java
org.wildfly.swarm,fraction-list
com.xkcoding.http,simple-http
org.apache.camel.quarkus,camel-quarkus-slack
org.apache.sentry,sentry-binding-hbase-indexer
org.eclipse.jnosql.mapping,mapping-column
org.apache.flink,flink-runtime_2.11
org.apache.rampart,rampart-core
org.projectnessie,nessie-versioned-persist-dynamodb
org.opencastproject,opencast-serviceregistry
io.quarkus,quarkus-logging-json
cn.iocoder.boot,yudao-spring-boot-starter-job
cglib.wso2,cglib
org.apache.directory.api,api-ldap-model
org.apache.abdera,abdera-core
org.apache.dolphinscheduler,dolphinscheduler-task-datax
jboss,jnp-client
edu.illinois.cs.cogcomp,illinois-relation-extraction
edu.berkeley.cs.jqf,jqf-instrument
org.clojure,data.xml
com.android.tools.lint,lint-gradle-api
org.dkpro.core,dkpro-core-morpha-asl
org.apache.servicecomb.pack,pack-common
com.hccake,ballcat-common-desensitize
com.datastax.cassandra,cassandra-driver-extras
org.forgerock.ce.openam,openam-auth-safeword
org.neo4j,io-test-utils
org.actframework,act-asm
cloud.piranha.extension,piranha-extension-standard-scinitializer
org.openhab.addons.bundles,org.openhab.binding.epsonprojector
com.blazebit,blaze-persistence-integration-hibernate-4.3
org.springframework.osgi,org.springframework.osgi.io
org.apache.edgent,edgent-connectors-pubsub
org.apache.camel,camel-vertx-http
com.hurence.logisland,logisland-service-elasticsearch_7_x-client
co.aikar,acf-core
io.thorntail,jgroups
org.apache.jena,jena-cmds
org.wikidata.wdtk,wdtk-wikibaseapi
io.helidon.microprofile.bundles,helidon-microprofile-1.2
com.github.vladimir-bukhtoyarov,bucket4j-infinispan
com.blazebit,blaze-persistence-integration-hibernate-4.2
org.apache.mesos,mesos
org.apache.james,dead-letter-cassandra
org.keycloak,keycloak-legacy-spring-boot-starter
io.seata,seata-compressor-bzip2
com.didispace,easy-utils
org.apache.tajo,tajo-cluster-tests
org.odpi.egeria,community-profile-client
org.eclipse.parsson,jakarta.json
org.moduliths,moduliths-docs
io.smallrye.reactive,smallrye-reactive-messaging-gcp-pubsub
org.jclouds.provider,azurequeue
edu.illinois.cs.cogcomp,IllinoisSL-core
org.jboss.weld.module,weld-jta
com.github.jsurfer,jsurfer-gson
com.google.j2objc,j2objc-annotations
org.keycloak.testsuite,integration-arquillian-tests-base-ui
org.jboss.narayana.xts,jbossxts-jakarta
org.apache.hop,hop-transform-systemdata
fish.payara.server.internal.admingui,console-payara-branding-plugin-l10n
io.prometheus,simpleclient_spring_boot
org.webjars.bower,dojo
org.apache.james,james-server-protocols-lmtp
com.github.albfernandez,javadbf
org.webjars.npm,cytoscape-klay
org.apache.directory.api,api-i18n
org.apache.jclouds.provider,aws-sts
sia,tacocloud-messaging-rabbitmq
org.apache.maven.plugins.compiler.it,foo
org.odpi.egeria,stewardship-action-server
com.jfoenix,jfoenix
ai.labs,templateengine-impl-thymeleaf
com.google.appengine,appengine-api-labs
com.vmware.mangle,mangle-byteman-faults
org.apache.geronimo.specs,geronimo-activation_1.0.2_spec
com.atlassian.plugin,atlassian-spring-scanner-runtime
com.networknt,eventuate-account-query
fish.payara.server.internal.payara-appserver-modules,rest-monitoring-service
org.jboss.forge.addon,addon-manager-spi
org.jboss.resteasy,resteasy-vertx
org.eclipse.krazo,krazo-jersey
org.dromara,hmily-config-apollo
io.dropwizard,dropwizard-jetty
net.openhft,chronicle-map
org.nlpcn,nlp-lang
io.zipkin.gcp,brave-propagation-stackdriver
org.teiid.wildfly.connectors,connector-file
org.jooq,jooq-checker
com.demo,flink-2-hbase
org.apache.cxf,cxf-rt-features-metrics
org.hibernate.wso2,hibernate
consulo.plugin,consulo.css
org.noear,solon.boot.socketd.websocket
org.netbeans.api,org-netbeans-api-debugger-jpda
ai.labs,backupservice-defintion
org.waveprotocol,util
io.quarkus,quarkus-amazon-lambda-http-event-server
org.jolie-lang,https
org.neo4j,neo4j-procedure-api
eu.agilejava,snoop
org.glassfish.main.ejb,ejb-client
software.amazon.awssdk,autoscaling
org.dkpro.core,dkpro-core-api-structure-asl
org.apache.accumulo,accumulo-core
de.learnlib,learnlib-statistics
org.exist-db,exist-xslfo
org.locationtech.geowave,geowave-format-tdrive
io.thorntail,microprofile-openapi
com.alibaba.otter,canal.store
io.quarkus,quarkus-test-vault
ro.pippo,pippo-gson
org.ops4j.pax.web,pax-web-extender-whiteboard
org.fcrepo,fcrepo-search-api
com.googlecode.pojosr,de.kalpatec.pojosr.framework
org.seleniumhq.selenium,selenium-ie-driver
org.mayocat.cms,mayocat-cms-news
com.alibaba.otter,canal.prometheus
io.airlift,discovery
it.unibz.inf.ontop,ontop-mapping-sql-core
com.google.cloud,spring-cloud-gcp-pubsub-stream-functional-sample-source
org.apache.camel,camel-directvm
org.jvnet.jaxb2_commons,jaxb2-basics-runtime
com.github.zhkl0228,unidbg-unicorn2
fish.payara.server.internal.admingui,console-cluster-plugin-l10n
com.github.alturkovic,distributed-lock-mongo
org.w3,ldp-testsuite
com.thinkbiganalytics.kylo.integrations,kylo-nifi-core-service
com.alipay.sofa,sofa-ark-archive
org.apache.nifi,nifi-server-api
org.panda-lang.pandomium-fat-jars,jcef-win64-fat
org.mapstruct.itest,itest-targettypegeneration-generator
org.relaxng,jing
org.knowm.xchange,xchange-bitstamp
org.rauschig,jarchivelib
com.alibaba.csp,sentinel-apache-httpclient-adapter
org.eclipse.birt.runtime,org.w3c.css.sac
org.jboss.arquillian.extension,arquillian-persistence-impl
com.hubspot,SingularityExecutorCleanup
io.kaitai,kaitai-struct-runtime
com.vaadin,flow-plugin-base
javax.jms,javax.jms-api
org.springframework.cloud,spring-cloud-stream-schema
com.cloud.com.vmware,vmware-pbm
com.zmops,telemetry-api
com.codeborne,phantomjsdriver
io.fabric8,kubernetes-model-metrics
org.geekbang.projects,my-dependency-injection
io.quarkus,quarkus-minikube-deployment
org.apache.seatunnel,seatunnel-connector-spark-clickhouse
org.springframework,spring-test-mvc
org.apache.edgent.java7,edgent-connectors-serial
com.google.cloud,google-cloud-storage-transfer
com.sia,sia-task-register-zookeeper
org.apache.axis2.transport,axis2-transport-tcp
com.github.devezhao,bizz
org.apache.axis2,axis2-transport-local
org.spockframework,spock-spring
org.apache.oltu.oauth2,org.apache.oltu.oauth2.dynamicreg.server
io.lumify,lumify-gpw-video-audio-extract
com.digitalpebble.stormcrawler,storm-crawler-elasticsearch
org.demoiselle.signer,policy-engine
io.atlassian.fugue,fugue
org.openhab.addons.bundles,org.openhab.voice.picotts
net.minidev,accessors-smart
io.quarkus,quarkus-spring-scheduled-deployment
org.eclipse.krazo,krazo-core
io.zipkin.gcp,zipkin-sender-stackdriver
org.hamcrest,hamcrest
org.openhab.addons.bundles,org.openhab.transform.xslt
com.ganyo,gcm-server
org.apache.maven.shared,maven-filtering
me.glaremasters,Guilds
io.quarkus,quarkus-jackson-deployment
io.smartcat,cassandra-migration-tool
com.zuoxiaolong,niubi-job-api
org.glassfish.tyrus,tyrus-core
com.indeed,util-core
cn.iocoder.mall,search-service-api
io.github.jimregan,languagetool-ga-dicts
io.zipkin.brave,brave-instrumentation-sparkjava
org.querqy,querqy-lucene
org.simplejavamail,utils-mail-smime
org.noear,cron4j-solon-plugin
org.openhab.addons.bundles,org.openhab.binding.gardena
com.google.endpoints,endpoints-management-control-appengine-all
io.quarkus,quarkus-resteasy
org.apache.tomcat.embed,tomcat-embed-core
io.jpress,jpress-service-provider
com.navercorp.pinpoint,pinpoint-postgresql-jdbc-driver-plugin
io.hops,hadoop-mapreduce-client-core
org.dayatang.dddlib,dddlib-cache-api
net.sourceforge.tess4j,tess4j
org.nd4j,nd4j-tensorflow
org.apache.nifi,nifi-azure-processors
org.jboss.as,jboss-as-server
org.apache.syncope.ext.flowable,syncope-ext-flowable-common-lib
org.apache.jena,jena-arq
test,dependency-module-a
test,dependency-module-b
test,dependency-module-c
org.apache.xmlgraphics,batik-svggen
org.carlspring.strongbox,strongbox-cron-api
com.googlecode.playn,playn-java
io.opentracing.contrib,opentracing-spring-cloud-hystrix-starter
org.primesoft.asyncworldedit,AsyncWorldEdit-Utils
com.yiqiniu.easytrans.demos,sagatcc-wallet-api
io.quarkus,quarkus-hibernate-search-orm-elasticsearch
org.asynchttpclient,async-http-client-netty-utils
org.apache.pulsar,pulsar-client-admin
org.codejargon,fluentjdbc
de.adorsys.psd2,aspsp-profile-web
org.kaazing,gateway.resource.address.httpxdraft
org.dcm4che.dcm4chee-arc,dcm4chee-arc-retrieve
org.apache.httpcomponents.client5,httpclient5-fluent
org.webjars,angular-ui-ace
pentaho,pentaho-big-data-api-runtimeTest
com.sun.el,el-ri
com.goldmansachs.obevo,obevo-db-h2
org.eclipse.ceylon,ceylon-common
org.apache.jena,jena-dboe-transaction
org.jboss.msc,jboss-msc
org.tallison,jmatio
net.sf.sevenzipjbinding,sevenzipjbinding
test.bigversion,dummy-lib
javax.cache,cache-tests
de.codecentric,movie-database-security
org.talend.esb.auxiliary.storage,auxiliary-storage-client-rest
org.wso2.carbon.devicemgt,org.wso2.carbon.apimgt.application.extension
org.pentaho.reporting.library,libbase
org.eclipse.rdf4j,rdf4j-runtime
com.github.fangjinuo.easyjson,easyjson-gson
org.wso2.carbon,org.wso2.carbon.stratos.common
com.oracle.oci.sdk,oci-java-sdk-vault
org.springframework.integration,spring-integration-ws
org.jboss.resteasy,resteasy-servlet-initializer
systems.manifold,manifold-ext-rt
org.rhq,rhq-scripting-python
org.assertj,assertj-guava
org.eclipse.sisu,org.eclipse.sisu.inject
org.mongodb.mongo-hadoop,mongo-hadoop-core
com.lishid,orebfuscator-v1_10_R1
com.horstmann.violet,violetplugin-objectdiagram
com.cedarsoftware,json-io
com.github.kevinstern,software-and-algorithms
com.github.seanyinx,unit-scaffolding
consulo.plugin,consulo.unity3d-cg.shader
org.reflections,reflections
com.erudika,para-client
org.wso2.am,org.wso2.am.integration.clients.internal.api
com.git.hui.boot,002-dynamic-config
org.apache.mnemonic,mnemonic-nvml-vmem-service
io.github.qveshn,LightAPI-fork
com.horstmann.violet,violetplugin-activitydiagram
org.apache.pinot,pinot-kafka-base
org.apache.isis.testing,isis-testing-specsupport-applib
org.apache.tika,tika-eval-core
com.thinkbiganalytics.kylo,kylo-audit-logging-jpa
io.joynr.tests.system-integration-test,sit-jee-api
org.apache.commons,commons-rng-sampling
org.kohsuke,asm5
org.apache.camel.quarkus,camel-quarkus-xchange
com.github.jasminb,jsonapi-converter
org.openscience.cdk,cdk-qsar
com.skyeye,skyeye-activiti
org.ops4j.pax.exam,pax-exam-cm
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.sfst-model-morph-de-zmorge-newlemma-ca
com.mockrunner,mockrunner-jdbc
io.smallrye.reactive,reactive-streams-junit5-tck
io.zipkin.brave,brave-instrumentation-httpasyncclient
io.apiman,apiman-gateway-engine-vertx-eb-inmemory
io.apicurio,apicurio-registry-utils-tests
org.openimaj.hardware,kinect
io.nflow,nflow-metrics
org.jboss.resteasy,resteasy-jackson2-provider
fish.payara.server.internal.deployment,sun-as-jsr88-dm
org.eclipse.kapua,kapua-device-registry-test
org.zkoss.zkforge,timelinez
javax.json,javax.json-api
ch.rabanti,nanoxlsx4j
io.hops,hadoop-azure-datalake
org.openjdk.jmc,org.openjdk.jmc.alert
io.lumify,lumify-gpw-youtube-transcript
com.google.api,gax-grpc
org.jclouds.api,byon
com.thinkbiganalytics.kylo,kylo-spark-shell-controller
eu.europa.ec.joinup.sd-dss,dss-timestamp-remote-rest-client
br.com.caelum.stella,caelum-stella-core
software.amazon.awssdk,netty-nio-client
org.apache.camel,camel-headersmap
org.apache.shiro.crypto,shiro-hashes-bcrypt
com.salesforce.servicelibs,grpc-contrib
io.thorntail,transactions
org.glassfish.main.webservices,webservices-connector
org.sonarsource.java,java-surefire
io.jsonwebtoken,jjwt-orgjson
eu.neilalexander,jnacl
org.odpi.egeria,security-officer-server
org.b3log,latke
org.apache.edgent,edgent-api
org.scalatest,scalatest-flatspec_2.12
org.neo4j,neo4j-index
org.webjars,popper.js
org.wso2.config.mapper,config-mapper
com.alibaba.cloud,spring-cloud-alibaba-sentinel-gateway
org.fusesource.hawtbuf,hawtbuf-proto
org.apache.omid,omid-hbase-coprocessor-hbase2.x
br.com.caelum.vraptor,vraptor-simplemail
org.apache.jclouds.provider,aws-sqs
org.mapsforge,mapsforge-map-reader
org.apache.camel,camel-coap
org.netpreserve,jwarc
org.wicketTutorial.commons.bootstrap,BootstrapCommon
com.github.ldapchai,ldapchai
org.springframework.cloud,spring-cloud-gcp-core
org.wildfly,wildfly-web-common
org.nlpcn,elasticsearch-sql
io.seata,seata-compressor-7z
org.apache.james,james-server-lifecycle-api
org.mule.modules,mule-module-spring-config
org.apache.chemistry.opencmis,chemistry-opencmis-server-bindings
org.carrot2,morfologik-speller
org.apache.sling,org.apache.sling.serviceusermapper
org.talend.esb.examples.locator-rest,locator-rest-demo-webclient
org.lealone,lealone-common
dev.webfx,webfx-kit-javafxgraphics-registry
com.navercorp.pinpoint,pinpoint-spring-plugin
org.apache.xmlbeans,xmlbeans
org.apache.uima,uimaj-json
io.seata,seata-server
org.zalando,opentracing-proxy-starter
com.eclipsesource.jaxrs,provider-sse
org.apache.ranger,ranger-plugins-cred
com.nextdoor.bender,bender-common
com.orientechnologies,orientdb-server
org.jledit,core
com.squareup.retrofit2,retrofit
org.hl7.fhir.testcases,fhir-test-cases
org.wso2.carbon.identity.framework,org.wso2.carbon.identity.configuration.mgt.core
com.linkedpipes,test-environment
io.joyrpc,joyrpc-protocol-jsonrpc
com.github.davidmoten,rxjava2-extras
io.strimzi,api
org.forgerock.openam,openam-mib-schema
com.pivotal,greenplum-jdbc
org.apache.sentry,sentry-policy-common
se.akerfeldt,okhttp-signpost
org.fluentlenium,fluentlenium-assertj
io.geekidea.springbootplus,framework
org.optaplanner,optaplanner-quarkus-benchmark-deployment
org.graphfoundation.ongdb,ongdb-geequel-runtime-util
org.springframework.kafka,spring-kafka
org.dromara,hmily-demo-tcc-grpc-common
io.confluent.ksql,ksqldb-tools
org.glassfish.jersey.examples,server-sent-events-jersey
org.jnosql.diana,diana-document
org.acme,acme-quarkus-ext-c-deployment
org.openhab.addons.bundles,org.openhab.binding.lutron
org.apache.nifi,nifi-pgp-test-utils
org.apache.nifi,nifi-web-optimistic-locking
org.eclipse.rdf4j,rdf4j-queryparser-api
org.apache.camel.quarkus,camel-quarkus-dataformat
com.sun,ldapbp
org.exist-db,exist-xqdoc
org.webjars,ace
org.jclouds.provider,rackspace-cloudloadbalancers-uk
io.quarkus,quarkus-qute-deployment
org.glassfish.docs,embedded-server-guide
io.github.robwin,assertj-swagger
org.jclouds.provider,rackspace-cloudloadbalancers-us
org.apache.archiva,archiva-proxy-api
com.creditease.dbus,dbus-mail
com.yiqiniu.easytrans.demos,tccandfescar-coupon-api
org.wso2.carbon.healthcheck,org.wso2.carbon.healthcheck.server.feature
org.opencastproject,opencast-elasticsearch-impl
org.apache.streampipes,streampipes-messaging-mqtt
com.goldmansachs,gs-collections-testutils
it.cnr.isti.hpc,hpc-utils
com.squareup.okhttp3,okhttp-ws
org.wso2.orbit.com.github.dblock.waffle,waffle-jna
com.qubole.rubix,rubix-client
com.networknt,health
org.apache.geronimo.specs,geronimo-annotation_1.3_spec
com.grinderwolf,slimeworldmanager-nms-v1_13_R1
edu.ucar,netcdf4
org.glassfish.main.admingui,console-jdbc-plugin
org.apache.kylin,kylin-spark-classloader
com.hccake,ballcat-common-i18n
com.oracle.coherence.ce,coherence-concurrent
org.jitsi,jitsi-lgpl-dependencies
io.helidon.config,helidon-config-etcd
org.apache.curator,curator-recipes
com.microsoft.bot,bot-integration-spring
com.gluonhq.attach,ble
org.apache.tomee,tomee-config
com.grinderwolf,slimeworldmanager-nms-v1_13_R2
biz.aQute.bnd,biz.aQute.bnd.transform
org.xwiki.platform,xwiki-platform-office-importer
com.bird,bird-websocket-support
org.apache.camel.quarkus,camel-quarkus-vm-deployment
org.apache.hop,hop-transform-tablecompare
com.griefcraft,lwc
com.hurence.logisland,logisland-service-influxdb-client
org.apache.synapse,synapse-core
org.jeasy,easy-batch-flatfile
org.apache.camel.quarkus,camel-quarkus-avro
org.forgerock.ce.openam,openam-auth-msisdn
org.codehaus.woodstox,wstx-asl
org.apache.edgent.java7,edgent-runtime-jobregistry
net.sourceforge.wurfl,wurfl
io.syndesis.connector,connector-aws-s3
org.apache.nifi,nifi-geohash-processors
com.github.gwtd3,gwt-d3-api
net.sf.ehcache,ehcache-web
external,webservices-rt
ch.cyberduck,bonjour
com.github.wenweihu86.raft,raft-java-core
io.atomix,atomix-all
io.quarkus,quarkus-spring-context-api
org.eclipse.hawkbit,hawkbit-autoconfigure
com.ibm.ws.componenttest,com.ibm.componenttest.common
com.jib.test,lib
com.elmakers.mine.bukkit,MagicAPI
com.ljq.demo.springboot,demo-model
org.openhab.addons.bundles,org.openhab.binding.orvibo
com.oracle.oci.sdk,oci-java-sdk-rover
com.jd.jim.cli,jim-cli-api
org.xwiki.platform,xwiki-platform-user-profile-test-pageobjects
org.dkpro.core,dkpro-core-posfilter-asl
io.avaje,mod-uuid
org.ops4j.pax.cdi,pax-cdi-api
net.adamcin.oakpal,oakpal-core
org.hswebframework.web,hsweb-commons-api
io.prometheus,simpleclient_hibernate
org.isisaddons.module.servletapi,isis-module-servletapi-dom
com.ning,async-http-client
org.apache.mnemonic,mnemonic-common
test.package,moduleTest
org.jboss.narayana.xts,xts-test-servlet
org.glassfish.main.persistence.cmp,cmp-support-ejb
org.apache.tika,tika-parser-advancedmedia-module
org.jboss.windup.rules.apps,windup-rules-base-api
org.pdfsam,eventstudio
io.github.sevdokimov.logviewer,log-generator
used-scopes,compile
org.ff4j,ff4j-spring-boot-starter
org.apache.camel.quarkus,camel-quarkus-thrift
com.microsoft.azure,azure-mgmt-network
org.mortbay.jetty,jsp-2.1-jetty
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.mstparser-model-parser-hr-mte5.defnpout
org.wso2.carbon.mediation,org.wso2.carbon.event.sink
org.apache.camel.quarkus,camel-quarkus-geocoder-deployment
com.stratio.cassandra,cassandra-lucene-index-builder
org.apache.edgent,edgent-analytics-sensors
org.tillerino.osu,tillerinobot-tests
com.oracle.bedrock.coherence,coherence-12.2.1-testing-support
io.helidon.tests.integration.jpa,helidon-tests-integration-jpa-model
org.apache.syncope.ext.scimv2,syncope-ext-scimv2-scim-rest-cxf
com.kumuluz.ee,kumuluzee-bean-validation-hibernate-validator
com.hynnet,json-lib
org.apache.skywalking,zipkin-receiver-plugin
com.zrlog,data
org.samba.jcifs,jcifs
io.opentracing.contrib,opentracing-spring-cloud-rxjava-starter
com.networknt,service
io.projectreactor.tools,blockhound-junit-platform
org.apache.nifi,nifi-record-sink-api
com.navercorp.pinpoint,pinpoint-profiler-test
org.acme.quarkus.sample,acme-extension
org.apache.camel.quarkus,camel-quarkus-sjms
com.canoo.dolphin-platform,dolphin-platform-server-spring
org.wildfly.swarm,config-api-modules
org.mortbay.jetty,jetty-plus
edu.neu.ccs.pyramid,phrase-count-plugin
org.cleartk,cleartk-berkeleyparser
org.modeshape,modeshape-jcr
com.tdunning,json
io.lumify,lumify-gpw-csv
org.codehaus.groovy,groovy-bsf
com.blazebit,blaze-persistence-integration-jaxrs-jackson
org.codehaus.groovy,groovy-testng
io.milton,cardme
com.querydsl,querydsl-codegen
org.wso2.carbon.analytics,org.wso2.carbon.analytics.dataservice.core
org.modeshape,modeshape-jca
com.goodskill,goodskill-mongo-api
org.ops4j.pax.swissbox,pax-swissbox-core
com.qcadoo.mes,mes-plugins-production-scheduling
org.apache.wicket,wicket-request
com.qcloud,cos_api-bundle
org.glassfish.hk2,core
com.thinkbiganalytics.kylo,kylo-commons-feed-util
org.apache.omid,omid-hbase-common-hbase2.x
org.jclouds.common,openstack-common
org.dkpro.core,dkpro-core-api-parameter-asl
org.eobjects.datacleaner,DataCleaner-json
tablelayout,TableLayout
org.eclipse.kapua,kapua-job-engine-api
org.apache.oozie,oozie-sharelib-distcp
com.blazebit,blaze-persistence-core-parser-jar
org.apache.ratis,ratis-metrics
org.fcrepo,fcrepo-jms
org.apache.maven.surefire,common-java5
com.github.jwpttcg66,GameThreadPool
org.odpi.egeria,design-model-archive-base
org.apache.activemq,apollo-boot
org.openhab.addons.bundles,org.openhab.binding.feican
org.exist-db,exist-restxq
org.eclipse.kapua,kapua-job-engine-app
org.wildfly.swarm,ribbon-modules
com.github.devezhao,persist4j
io.cloudslang,score-all
org.apache.openwebbeans,openwebbeans-resource
com.insightfullogic,lambda-behave
com.baidu.mapp,brcc-api
org.rakam,rakam-presto-kafka
com.influxdb,influxdb-client-reactive
org.apache.jclouds.driver,jclouds-slf4j
com.github.vladimir-bukhtoyarov,bucket4j-core
org.metawidget.examples.swing,addressbook-swing
com.addthis.hydra,hydra-uber
org.apache.cloudstack,cloud-plugin-acl-project-role-based
com.mockrunner,mockrunner-core
com.seezoon,seezoon-generator
com.networknt,latency-assault
com.squareup,tape
com.nukkitx.fastutil,fastutil-int-object-maps
com.gluonhq.attach,display
com.gzoltar,gzoltar
io.hops.hive,hops-jdbc
org.ansj,ansj_lucene7_plug
org.apache.camel.quarkus,camel-quarkus-mybatis
org.apache.avro,avro-maven-plugin
org.camunda.bpm.assert,camunda-bpm-assert
streamflow,streamflow-model
org.inferred,freebuilder
edu.gmu.eclab,riftlandData
ddf.platform.security,session-management-impl
org.eclipse.vorto.utilities,dsl-reader
org.dromara,myth-demo-motan-order
nl.lxtreme.ols,util
org.apache.camel,camel-testcontainers-spring
org.apache.shenyu,shenyu-spring-boot-starter-client-springmvc
software.amazon.awscdk,s3
fish.payara.server.internal.jdbc,jdbc-config
com.firebase,tubesock
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-ner-nl-freme-wikiner
com.hortonworks.streamline,streamline-layout
org.forgerock.ce.openam,openam-authn-filter-config
org.apache.rampart.wso2,rampart-core
