dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
com.fasterxml.jackson.core:jackson-core,org.apache.httpcomponents:httpclient,176,389,502,0.45,0.35,0.45
com.sun.xml.bind:jaxb-impl,org.springframework:spring-jdbc,18,113,152,0.16,0.12,0.16
com.sun.xml.bind:jaxb-impl,org.apache.poi:poi,11,113,103,0.1,0.11,0.11
com.sun.xml.bind:jaxb-impl,org.bouncycastle:bcprov-jdk15on,10,113,141,0.09,0.07,0.09
com.google.inject:guice,org.apache.poi:poi,5,141,103,0.04,0.05,0.05
com.google.inject:guice,org.springframework:spring-webmvc,16,141,190,0.11,0.08,0.11
org.glassfish.jaxb:jaxb-runtime,org.hsqldb:hsqldb,17,108,134,0.16,0.13,0.16
commons-lang:commons-lang,org.slf4j:jcl-over-slf4j,68,338,220,0.2,0.31,0.31
mysql:mysql-connector-java,org.springframework:spring-webmvc,71,406,190,0.17,0.37,0.37
org.apache.hadoop:hadoop-common,org.aspectj:aspectjweaver,7,107,128,0.07,0.05,0.07
org.apache.httpcomponents:httpcore,org.aspectj:aspectjweaver,21,203,128,0.1,0.16,0.16
org.quartz-scheduler:quartz,org.springframework:spring-webmvc,36,101,190,0.36,0.19,0.36
org.junit.jupiter:junit-jupiter,org.mockito:mockito-core,57,110,678,0.52,0.08,0.52
com.alibaba:druid,org.aspectj:aspectjweaver,23,109,128,0.21,0.18,0.21
com.alibaba:druid,org.apache.curator:curator-recipes,23,109,105,0.21,0.22,0.22
io.dropwizard.metrics:metrics-core,org.hamcrest:hamcrest-core,22,113,159,0.19,0.14,0.19
io.springfox:springfox-swagger2,org.apache.httpcomponents:httpmime,8,108,103,0.07,0.08,0.08
commons-fileupload:commons-fileupload,org.reflections:reflections,18,181,130,0.1,0.14,0.14
org.freemarker:freemarker,org.springframework:spring-test,25,106,248,0.24,0.1,0.24
org.apache.httpcomponents:httpclient,org.json:json,81,502,182,0.16,0.45,0.45
io.netty:netty-all,log4j:log4j,49,167,361,0.29,0.14,0.29
com.zaxxer:HikariCP,io.springfox:springfox-swagger2,7,106,108,0.07,0.06,0.07
org.javassist:javassist,org.mybatis.spring.boot:mybatis-spring-boot-starter,8,157,118,0.05,0.07,0.07
org.javassist:javassist,org.openjdk.jmh:jmh-generator-annprocess,19,157,138,0.12,0.14,0.14
org.hamcrest:hamcrest-library,org.springframework:spring-core,27,171,249,0.16,0.11,0.16
commons-cli:commons-cli,org.apache.commons:commons-lang3,153,283,742,0.54,0.21,0.54
com.alibaba:fastjson,com.googlecode.json-simple:json-simple,4,253,119,0.02,0.03,0.03
commons-logging:commons-logging,org.quartz-scheduler:quartz,40,287,101,0.14,0.4,0.4
org.hibernate:hibernate-core,org.powermock:powermock-module-junit4,9,139,156,0.06,0.06,0.06
org.apache.zookeeper:zookeeper,org.junit.jupiter:junit-jupiter,7,152,110,0.05,0.06,0.06
org.jsoup:jsoup,org.slf4j:jul-to-slf4j,13,180,111,0.07,0.12,0.12
org.jsoup:jsoup,org.junit.jupiter:junit-jupiter,10,180,110,0.06,0.09,0.09
ch.qos.logback:logback-classic,javax.mail:mail,30,523,119,0.06,0.25,0.25
javax.ws.rs:javax.ws.rs-api,org.apache.poi:poi,13,113,103,0.12,0.13,0.13
com.fasterxml.jackson.core:jackson-databind,org.apache.logging.log4j:log4j-core,128,616,276,0.21,0.46,0.46
com.fasterxml.jackson.core:jackson-databind,com.google.code.gson:gson,161,616,473,0.26,0.34,0.34
javax.validation:validation-api,org.bouncycastle:bcprov-jdk15on,17,138,141,0.12,0.12,0.12
org.mockito:mockito-all,org.springframework:spring-aop,20,278,133,0.07,0.15,0.15
org.apache.kafka:kafka-clients,org.eclipse.jetty:jetty-server,28,117,197,0.24,0.14,0.24
org.apache.kafka:kafka-clients,org.hamcrest:hamcrest-core,15,117,159,0.13,0.09,0.13
org.glassfish.jaxb:jaxb-runtime,org.scala-lang:scala-library,13,108,131,0.12,0.1,0.12
commons-codec:commons-codec,javax.xml.bind:jaxb-api,91,444,217,0.2,0.42,0.42
commons-lang:commons-lang,org.apache.httpcomponents:httpmime,36,338,103,0.11,0.35,0.35
commons-lang:commons-lang,javax.xml.bind:jaxb-api,47,338,217,0.14,0.22,0.22
mysql:mysql-connector-java,org.apache.logging.log4j:log4j-api,63,406,228,0.16,0.28,0.28
org.easymock:easymock,org.eclipse.jetty:jetty-webapp,18,136,121,0.13,0.15,0.15
net.java.dev.jna:jna,org.reflections:reflections,11,123,130,0.09,0.08,0.09
com.alibaba:druid,org.apache.logging.log4j:log4j-api,15,109,228,0.14,0.07,0.14
org.apache.maven:maven-plugin-api,org.hamcrest:hamcrest-library,30,193,171,0.16,0.18,0.18
javax.xml.bind:jaxb-api,org.eclipse.jetty:jetty-webapp,32,217,121,0.15,0.26,0.26
org.freemarker:freemarker,org.slf4j:jcl-over-slf4j,16,106,220,0.15,0.07,0.15
org.freemarker:freemarker,org.slf4j:slf4j-api,64,106,1022,0.6,0.06,0.6
org.apache.poi:poi-ooxml,org.slf4j:slf4j-log4j12,20,106,386,0.19,0.05,0.19
com.h2database:h2,org.springframework:spring-aop,37,262,133,0.14,0.28,0.28
org.apache.commons:commons-collections4,org.junit.jupiter:junit-jupiter,8,154,110,0.05,0.07,0.07
log4j:log4j,org.slf4j:slf4j-api,232,361,1022,0.64,0.23,0.64
org.apache.commons:commons-compress,redis.clients:jedis,20,169,131,0.12,0.15,0.15
commons-io:commons-io,org.apache.commons:commons-compress,130,785,169,0.17,0.77,0.77
commons-io:commons-io,org.codehaus.jackson:jackson-mapper-asl,67,785,111,0.09,0.6,0.6
commons-io:commons-io,org.openjdk.jmh:jmh-core,46,785,147,0.06,0.31,0.31
commons-io:commons-io,org.apache.poi:poi,66,785,103,0.08,0.64,0.64
io.netty:netty-all,org.apache.commons:commons-text,23,167,136,0.14,0.17,0.17
com.zaxxer:HikariCP,org.codehaus.jackson:jackson-mapper-asl,7,106,111,0.07,0.06,0.07
org.javassist:javassist,org.quartz-scheduler:quartz,20,157,101,0.13,0.2,0.2
org.hamcrest:hamcrest-library,org.mockito:mockito-all,26,171,278,0.15,0.09,0.15
commons-cli:commons-cli,org.eclipse.jetty:jetty-webapp,47,283,121,0.17,0.39,0.39
commons-cli:commons-cli,javax.ws.rs:javax.ws.rs-api,29,283,113,0.1,0.26,0.26
org.hibernate:hibernate-validator,org.powermock:powermock-module-junit4,10,107,156,0.09,0.06,0.09
org.hibernate:hibernate-validator,org.springframework:spring-test,44,107,248,0.41,0.18,0.41
commons-collections:commons-collections,javax.servlet:servlet-api,41,214,196,0.19,0.21,0.21
org.springframework:spring-context-support,org.springframework:spring-tx,65,112,117,0.58,0.56,0.58
org.powermock:powermock-module-junit4,org.projectlombok:lombok,28,156,338,0.18,0.08,0.18
javax.mail:mail,org.assertj:assertj-core,8,119,329,0.07,0.02,0.07
javax.mail:mail,javax.servlet:servlet-api,32,119,196,0.27,0.16,0.27
javax.mail:mail,org.eclipse.jetty:jetty-servlet,19,119,146,0.16,0.13,0.16
commons-logging:commons-logging,javax.servlet:servlet-api,58,287,196,0.2,0.3,0.3
org.hibernate:hibernate-core,org.springframework:spring-beans,49,139,184,0.35,0.27,0.35
com.google.code.findbugs:jsr305,org.apache.poi:poi-ooxml,15,230,106,0.07,0.14,0.14
com.google.code.findbugs:jsr305,com.google.inject:guice,41,230,141,0.18,0.29,0.29
org.jsoup:jsoup,org.junit.jupiter:junit-jupiter-api,17,180,203,0.09,0.08,0.09
ch.qos.logback:logback-classic,org.awaitility:awaitility,38,523,114,0.07,0.33,0.33
javax.ws.rs:javax.ws.rs-api,org.slf4j:slf4j-api,73,113,1022,0.65,0.07,0.65
org.mockito:mockito-core,org.springframework:spring-aop,49,678,133,0.07,0.37,0.37
org.apache.httpcomponents:httpmime,org.assertj:assertj-core,13,103,329,0.13,0.04,0.13
com.fasterxml.jackson.core:jackson-databind,com.sun.xml.bind:jaxb-impl,62,616,113,0.1,0.55,0.55
com.squareup.okhttp3:okhttp,javax.mail:mail,14,176,119,0.08,0.12,0.12
org.openjdk.jmh:jmh-core,org.springframework:spring-webmvc,10,147,190,0.07,0.05,0.07
com.fasterxml.jackson.core:jackson-annotations,joda-time:joda-time,87,319,274,0.27,0.32,0.32
com.google.guava:guava,org.hsqldb:hsqldb,61,884,134,0.07,0.46,0.46
com.fasterxml.jackson.core:jackson-core,org.springframework:spring-context,100,389,311,0.26,0.32,0.32
com.fasterxml.jackson.core:jackson-core,org.junit.jupiter:junit-jupiter-api,43,389,203,0.11,0.21,0.21
com.fasterxml.jackson.core:jackson-core,org.springframework:spring-test,76,389,248,0.2,0.31,0.31
com.sun.xml.bind:jaxb-impl,org.codehaus.jackson:jackson-mapper-asl,16,113,111,0.14,0.14,0.14
com.sun.xml.bind:jaxb-impl,javax.xml.bind:jaxb-api,75,113,217,0.66,0.35,0.66
com.google.protobuf:protobuf-java,org.mockito:mockito-core,70,191,678,0.37,0.1,0.37
org.apache.logging.log4j:log4j-slf4j-impl,org.freemarker:freemarker,8,180,106,0.04,0.08,0.08
org.apache.poi:poi,org.easymock:easymock,8,103,136,0.08,0.06,0.08
org.mockito:mockito-all,org.projectlombok:lombok,30,278,338,0.11,0.09,0.11
joda-time:joda-time,log4j:log4j,76,274,361,0.28,0.21,0.28
org.apache.kafka:kafka-clients,org.reflections:reflections,23,117,130,0.2,0.18,0.2
commons-lang:commons-lang,org.springframework:spring-web,60,338,207,0.18,0.29,0.29
org.apache.hadoop:hadoop-common,org.junit.jupiter:junit-jupiter,6,107,110,0.06,0.05,0.06
org.junit.jupiter:junit-jupiter,org.junit.jupiter:junit-jupiter-api,20,110,203,0.18,0.1,0.18
org.easymock:easymock,org.hamcrest:hamcrest-library,21,136,171,0.15,0.12,0.15
net.java.dev.jna:jna,org.springframework:spring-web,9,123,207,0.07,0.04,0.07
io.dropwizard.metrics:metrics-core,org.eclipse.jetty:jetty-server,43,113,197,0.38,0.22,0.38
io.springfox:springfox-swagger2,org.apache.hadoop:hadoop-common,6,108,107,0.06,0.06,0.06
org.openjdk.jmh:jmh-generator-annprocess,org.slf4j:jul-to-slf4j,8,138,111,0.06,0.07,0.07
javax.xml.bind:jaxb-api,org.springframework:spring-beans,39,217,184,0.18,0.21,0.21
org.apache.httpcomponents:httpclient,org.testng:testng,72,502,209,0.14,0.34,0.34
org.apache.commons:commons-collections4,org.springframework:spring-test,36,154,248,0.23,0.15,0.23
commons-io:commons-io,org.hamcrest:hamcrest-library,70,785,171,0.09,0.41,0.41
commons-cli:commons-cli,joda-time:joda-time,66,283,274,0.23,0.24,0.24
com.alibaba:fastjson,org.springframework:spring-aop,26,253,133,0.1,0.2,0.2
javax.annotation:javax.annotation-api,org.reflections:reflections,27,185,130,0.15,0.21,0.21
org.apache.commons:commons-math3,org.powermock:powermock-module-junit4,24,140,156,0.17,0.15,0.17
org.apache.commons:commons-lang3,org.bouncycastle:bcprov-jdk15on,82,742,141,0.11,0.58,0.58
org.apache.zookeeper:zookeeper,org.junit.jupiter:junit-jupiter-api,12,152,203,0.08,0.06,0.08
commons-configuration:commons-configuration,org.apache.commons:commons-text,12,114,136,0.11,0.09,0.11
javax.ws.rs:javax.ws.rs-api,org.apache.poi:poi-ooxml,14,113,106,0.12,0.13,0.13
org.hamcrest:hamcrest-all,org.json:json,15,177,182,0.08,0.08,0.08
com.fasterxml.jackson.core:jackson-databind,com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,86,616,102,0.14,0.84,0.84
ch.qos.logback:logback-core,org.apache.commons:commons-compress,22,165,169,0.13,0.13,0.13
ch.qos.logback:logback-core,org.codehaus.jackson:jackson-mapper-asl,15,165,111,0.09,0.14,0.14
ch.qos.logback:logback-core,org.hamcrest:hamcrest-core,24,165,159,0.15,0.15,0.15
com.fasterxml.jackson.core:jackson-annotations,org.slf4j:jul-to-slf4j,44,319,111,0.14,0.4,0.4
com.google.guava:guava,org.slf4j:slf4j-api,488,884,1022,0.55,0.48,0.55
javax.servlet:javax.servlet-api,org.slf4j:slf4j-simple,68,368,291,0.18,0.23,0.23
javax.validation:validation-api,org.springframework:spring-test,40,138,248,0.29,0.16,0.29
javax.inject:javax.inject,org.slf4j:jcl-over-slf4j,31,126,220,0.25,0.14,0.25
com.fasterxml.jackson.core:jackson-core,org.apache.ant:ant,24,389,105,0.06,0.23,0.23
org.apache.poi:poi,org.openjdk.jmh:jmh-core,3,103,147,0.03,0.02,0.03
org.mockito:mockito-all,org.slf4j:jcl-over-slf4j,32,278,220,0.12,0.15,0.15
joda-time:joda-time,org.junit.jupiter:junit-jupiter-api,22,274,203,0.08,0.11,0.11
com.googlecode.json-simple:json-simple,com.zaxxer:HikariCP,5,119,106,0.04,0.05,0.05
org.apache.kafka:kafka-clients,org.slf4j:slf4j-simple,20,117,291,0.17,0.07,0.17
commons-codec:commons-codec,org.junit.jupiter:junit-jupiter-params,31,444,114,0.07,0.27,0.27
junit:junit,org.json:json,131,1690,182,0.08,0.72,0.72
commons-lang:commons-lang,org.easymock:easymock,46,338,136,0.14,0.34,0.34
mysql:mysql-connector-java,org.apache.maven:maven-plugin-api,23,406,193,0.06,0.12,0.12
org.apache.curator:curator-recipes,org.apache.kafka:kafka-clients,28,105,117,0.27,0.24,0.27
org.easymock:easymock,org.powermock:powermock-module-junit4,22,136,156,0.16,0.14,0.16
io.dropwizard.metrics:metrics-core,org.projectlombok:lombok,14,113,338,0.12,0.04,0.12
io.springfox:springfox-swagger2,org.hamcrest:hamcrest,3,108,114,0.03,0.03,0.03
javax.servlet:servlet-api,org.apache.commons:commons-compress,23,196,169,0.12,0.14,0.14
org.apache.poi:poi-ooxml,org.springframework:spring-beans,14,106,184,0.13,0.08,0.13
org.apache.commons:commons-collections4,org.apache.commons:commons-lang3,127,154,742,0.82,0.17,0.82
org.apache.commons:commons-collections4,org.springframework:spring-web,34,154,207,0.22,0.16,0.22
log4j:log4j,org.yaml:snakeyaml,51,361,196,0.14,0.26,0.26
org.apache.commons:commons-compress,org.reflections:reflections,30,169,130,0.18,0.23,0.23
io.netty:netty-all,org.bouncycastle:bcprov-jdk15on,24,167,141,0.14,0.17,0.17
com.zaxxer:HikariCP,javax.annotation:javax.annotation-api,25,106,185,0.24,0.14,0.24
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.commons:commons-math3,10,102,140,0.1,0.07,0.1
org.hamcrest:hamcrest-library,org.slf4j:slf4j-simple,36,171,291,0.21,0.12,0.21
org.ow2.asm:asm,org.springframework:spring-beans,16,132,184,0.12,0.09,0.12
javax.mail:mail,org.hamcrest:hamcrest-core,8,119,159,0.07,0.05,0.07
com.google.code.findbugs:jsr305,org.springframework:spring-context,41,230,311,0.18,0.13,0.18
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.springframework:spring-test,10,118,248,0.08,0.04,0.08
org.springframework:spring-core,org.springframework:spring-jdbc,99,249,152,0.4,0.65,0.65
com.google.inject:guice,org.junit.jupiter:junit-jupiter-engine,18,141,246,0.13,0.07,0.13
joda-time:joda-time,org.junit.jupiter:junit-jupiter-params,11,274,114,0.04,0.1,0.1
commons-codec:commons-codec,org.codehaus.plexus:plexus-utils,41,444,106,0.09,0.39,0.39
junit:junit,org.hamcrest:hamcrest,67,1690,114,0.04,0.59,0.59
org.junit.jupiter:junit-jupiter-engine,org.openjdk.jmh:jmh-core,32,246,147,0.13,0.22,0.22
org.apache.hadoop:hadoop-common,org.json:json,16,107,182,0.15,0.09,0.15
org.easymock:easymock,org.springframework:spring-web,30,136,207,0.22,0.14,0.22
io.dropwizard.metrics:metrics-core,org.apache.commons:commons-math3,27,113,140,0.24,0.19,0.24
org.json:json,org.springframework:spring-tx,16,182,117,0.09,0.14,0.14
org.slf4j:slf4j-simple,org.springframework:spring-context,54,291,311,0.19,0.17,0.19
commons-fileupload:commons-fileupload,org.springframework:spring-core,59,181,249,0.33,0.24,0.33
org.springframework:spring-context,org.springframework:spring-tx,103,311,117,0.33,0.88,0.88
com.h2database:h2,org.codehaus.plexus:plexus-utils,15,262,106,0.06,0.14,0.14
org.apache.commons:commons-collections4,org.freemarker:freemarker,15,154,106,0.1,0.14,0.14
log4j:log4j,org.slf4j:jcl-over-slf4j,66,361,220,0.18,0.3,0.3
io.netty:netty-all,org.apache.httpcomponents:httpcore,42,167,203,0.25,0.21,0.25
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,io.springfox:springfox-swagger2,1,102,108,0.01,0.01,0.01
com.alibaba:fastjson,commons-lang:commons-lang,58,253,338,0.23,0.17,0.23
javax.mail:mail,org.junit.jupiter:junit-jupiter-engine,8,119,246,0.07,0.03,0.07
commons-logging:commons-logging,org.hamcrest:hamcrest-core,38,287,159,0.13,0.24,0.24
org.aspectj:aspectjweaver,org.hibernate:hibernate-core,43,128,139,0.34,0.31,0.34
org.jsoup:jsoup,org.projectlombok:lombok,23,180,338,0.13,0.07,0.13
ch.qos.logback:logback-classic,io.dropwizard.metrics:metrics-core,37,523,113,0.07,0.33,0.33
com.squareup.okhttp3:okhttp,org.slf4j:slf4j-log4j12,29,176,386,0.16,0.08,0.16
ch.qos.logback:logback-core,org.springframework:spring-webmvc,31,165,190,0.19,0.16,0.19
org.openjdk.jmh:jmh-core,org.projectlombok:lombok,16,147,338,0.11,0.05,0.11
javax.servlet:javax.servlet-api,org.ow2.asm:asm,41,368,132,0.11,0.31,0.31
org.codehaus.plexus:plexus-utils,org.junit.jupiter:junit-jupiter-api,14,106,203,0.13,0.07,0.13
org.apache.ant:ant,org.eclipse.jetty:jetty-server,21,105,197,0.2,0.11,0.2
commons-beanutils:commons-beanutils,org.slf4j:slf4j-log4j12,67,213,386,0.31,0.17,0.31
com.fasterxml.jackson.core:jackson-core,commons-logging:commons-logging,115,389,287,0.3,0.4,0.4
com.fasterxml.jackson.core:jackson-core,commons-beanutils:commons-beanutils,79,389,213,0.2,0.37,0.37
org.apache.logging.log4j:log4j-slf4j-impl,org.springframework:spring-context-support,22,180,112,0.12,0.2,0.2
com.googlecode.json-simple:json-simple,org.springframework:spring-context-support,9,119,112,0.08,0.08,0.08
com.googlecode.json-simple:json-simple,org.springframework:spring-tx,8,119,117,0.07,0.07,0.07
com.googlecode.json-simple:json-simple,javax.inject:javax.inject,14,119,126,0.12,0.11,0.12
com.googlecode.json-simple:json-simple,net.java.dev.jna:jna,13,119,123,0.11,0.11,0.11
org.reflections:reflections,org.springframework:spring-core,30,130,249,0.23,0.12,0.23
org.apache.httpcomponents:httpcore,org.mockito:mockito-all,40,203,278,0.2,0.14,0.2
net.java.dev.jna:jna,org.springframework:spring-aop,6,123,133,0.05,0.05,0.05
com.alibaba:druid,commons-cli:commons-cli,9,109,283,0.08,0.03,0.08
io.springfox:springfox-swagger2,org.quartz-scheduler:quartz,9,108,101,0.08,0.09,0.09
javax.xml.bind:jaxb-api,org.junit.jupiter:junit-jupiter-params,24,217,114,0.11,0.21,0.21
org.json:json,org.junit.jupiter:junit-jupiter-api,17,182,203,0.09,0.08,0.09
org.apache.httpcomponents:httpclient,org.hamcrest:hamcrest-library,57,502,171,0.11,0.33,0.33
log4j:log4j,org.springframework:spring-beans,72,361,184,0.2,0.39,0.39
org.apache.commons:commons-compress,org.eclipse.jetty:jetty-server,57,169,197,0.34,0.29,0.34
org.apache.commons:commons-compress,org.awaitility:awaitility,28,169,114,0.17,0.25,0.25
commons-io:commons-io,org.projectlombok:lombok,105,785,338,0.13,0.31,0.31
commons-io:commons-io,org.springframework:spring-tx,70,785,117,0.09,0.6,0.6
commons-io:commons-io,javax.validation:validation-api,72,785,138,0.09,0.52,0.52
io.netty:netty-all,org.apache.httpcomponents:httpmime,12,167,103,0.07,0.12,0.12
com.zaxxer:HikariCP,org.jsoup:jsoup,17,106,180,0.16,0.09,0.16
org.junit.jupiter:junit-jupiter-params,org.openjdk.jmh:jmh-core,18,114,147,0.16,0.12,0.16
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.hadoop:hadoop-common,11,102,107,0.11,0.1,0.11
commons-cli:commons-cli,org.reflections:reflections,40,283,130,0.14,0.31,0.31
com.alibaba:fastjson,org.springframework:spring-context-support,33,253,112,0.13,0.29,0.29
commons-collections:commons-collections,commons-fileupload:commons-fileupload,63,214,181,0.29,0.35,0.35
commons-collections:commons-collections,org.apache.httpcomponents:httpclient,107,214,502,0.5,0.21,0.5
org.apache.commons:commons-math3,org.slf4j:jul-to-slf4j,14,140,111,0.1,0.13,0.13
org.eclipse.jetty:jetty-webapp,org.json:json,21,121,182,0.17,0.12,0.17
ch.qos.logback:logback-classic,com.fasterxml.jackson.core:jackson-databind,191,523,616,0.37,0.31,0.37
commons-configuration:commons-configuration,org.apache.zookeeper:zookeeper,27,114,152,0.24,0.18,0.24
commons-configuration:commons-configuration,org.apache.logging.log4j:log4j-slf4j-impl,16,114,180,0.14,0.09,0.14
javax.ws.rs:javax.ws.rs-api,org.springframework:spring-beans,18,113,184,0.16,0.1,0.16
org.hamcrest:hamcrest-all,org.springframework:spring-webmvc,19,177,190,0.11,0.1,0.11
org.springframework:spring-beans,org.springframework:spring-web,108,184,207,0.59,0.52,0.59
org.apache.httpcomponents:httpmime,org.apache.maven.plugin-tools:maven-plugin-annotations,14,103,160,0.14,0.09,0.14
commons-httpclient:commons-httpclient,org.apache.hadoop:hadoop-common,20,105,107,0.19,0.19,0.19
com.fasterxml.jackson.core:jackson-databind,commons-io:commons-io,304,616,785,0.49,0.39,0.49
com.fasterxml.jackson.core:jackson-databind,org.bouncycastle:bcpkix-jdk15on,59,616,115,0.1,0.51,0.51
com.fasterxml.jackson.core:jackson-annotations,com.google.code.gson:gson,103,319,473,0.32,0.22,0.32
com.google.guava:guava,commons-beanutils:commons-beanutils,136,884,213,0.15,0.64,0.64
com.google.guava:guava,org.springframework:spring-core,129,884,249,0.15,0.52,0.52
javax.servlet:javax.servlet-api,org.springframework:spring-webmvc,109,368,190,0.3,0.57,0.57
org.codehaus.plexus:plexus-utils,org.springframework:spring-core,17,106,249,0.16,0.07,0.16
org.apache.ant:ant,org.eclipse.jetty:jetty-webapp,15,105,121,0.14,0.12,0.14
commons-beanutils:commons-beanutils,org.junit.jupiter:junit-jupiter-params,13,213,114,0.06,0.11,0.11
commons-beanutils:commons-beanutils,org.hamcrest:hamcrest,16,213,114,0.08,0.14,0.14
com.sun.xml.bind:jaxb-impl,org.postgresql:postgresql,30,113,177,0.27,0.17,0.27
org.eclipse.jetty:jetty-servlet,org.mockito:mockito-all,29,146,278,0.2,0.1,0.2
