dependency,count
com.griefcraft.lwc:LWCX,2
br.com.caelum.stella:caelum-stella-boleto,1
org.openhab.addons.bundles:org.openhab.binding.modbus.e3dc,1
ddf.catalog.core:ddf-pubsub,1
ddf.catalog.transformer:catalog-transformer-streaming-lib,1
org.codice.ddf.spatial:spatial-wfs-featuretransformer,1
org.apache.lucene:lucene-analyzers-nori,1
org.apache.shenyu:shenyu-plugin-global,1
org.thingsboard.common:dao-api,1
com.alipay.sofa:sofa-tracer-dubbo-plugin,1
com.codenvy.plugin:codenvy-router-machine,1
org.apache.apex:malhar-kafka,1
org.jboss.byteman:byteman-bmunit5,1
com.abubusoft:kripton-dataformat-cbor,1
it.unibz.inf.ontop:ontop-db,1
org.apereo.cas:cas-server-support-themes,1
org.scpsolver:LPSOLVESolverPack,1
com.facebook.airlift:dbpool,1
fish.payara.server.internal.jdbc.jdbc-ra.jdbc-core:jdbc-core,1
org.pentaho.reporting.engine:classic-core,2
org.mayocat.shop:mayocat-shop-billing-internal,1
com.thinkbiganalytics.kylo.integrations:kylo-nifi-rest-model,1
io.seata:seata-config-etcd3,1
com.itextpdf:pdftest,1
org.meteothink:wContour,1
ca.uhn.hapi:hapi-examples,1
com.meterware.simplestub:simplestub,1
Essentials:Essentials,1
org.sculptorgenerator:sculptor-framework-main,1
org.kurento:kurento-repository-client,1
org.springframework.xd:spring-xd-codec,1
com.alipay:sdk,1
io.smallrye.reactive:smallrye-reactive-messaging-provider,3
com.oracle.jdbc:ojdbc6,1
com.azure.spring:azure-spring-cloud-stream-binder-servicebus-core,1
org.bytedeco:ffmpeg-platform-gpl,1
org.forgerock.openam:openam-datastore,1
org.devlib.schmidt:imageinfo,1
pentaho:pdi-osgi-bridge-core,2
org.apache.servicecomb:config-nacos,1
eu.europa.ec.joinup.sd-dss:dss-utils,1
net.anotheria:moskito-aop,1
io.netty:netty-codec,50
org.xwiki.platform:xwiki-platform-security-authentication-api,1
org.xwiki.platform:xwiki-platform-store-merge-default,1
cglib:cglib-nodep,64
org.javassist:javassist,157
io.netty:netty-codec-http,58
pt.ist:fenix-sibs-payments,1
io.reactivex:rxjava-async-util,2
org.powermock:powermock-module-junit4-rule-agent,5
org.apache.camel.quarkus:camel-quarkus-asn1-deployment,1
org.apache.camel.quarkus:camel-quarkus-ehcache,1
org.apache.camel.quarkus:camel-quarkus-mongodb,1
org.apache.camel.quarkus:camel-quarkus-twitter,1
org.apache.camel:camel-ref,2
org.apache.camel:camel-weka,1
org.apache.cxf:cxf-rt-features-clustering,2
org.apache.cxf:cxf-rt-rs-extension-providers,9
org.codehaus.plexus:plexus-container-default,14
io.sgr:s2-geometry-library-java,1
org.seleniumhq.selenium:selenium-firefox-driver,22
org.cassandraunit:cassandra-unit-spring,4
org.atmosphere:nettosphere,4
fr:cryptohash,1
org.springdoc:springdoc-openapi-ui,17
net.hydromatic:linq4j,2
de.dfki.mary:voice-cmu-nk-hsmm,1
io.github.firemaples:microsoft-translator-java-api,1
org.deeplearning4j:deeplearning4j-zoo,3
junit-addons:junit-addons,9
org.springframework.boot:spring-boot-starter-undertow,7
org.aksw.jena-sparql-api:jena-sparql-api-server-standalone,1
org.neuroph:neuroph-contrib,1
javax.xml:jaxrpc-api,8
org.checkerframework:checker-qual,37
org.apache.aries.jpa:org.apache.aries.jpa.support,1
org.ops4j.pax.jdbc:pax-jdbc-derby,1
org.apache.nifi.minifi:minifi-c2-provider-delegating,1
org.apache.nifi.minifi:minifi-server,1
org.openehealth.ipf.oht.mdht:ipf-oht-mdht-uml-cda-consol,2
com.easytoolsoft:easyreport-support,1
org.springframework.security:spring-security-openid,2
org.jenkins-ci.plugins:mailer,2
com.thetransactioncompany:cors-filter,10
org.eclipse.kapua:kapua-scheduler-test-steps,1
org.eclipse.kapua:kapua-service-elasticsearch-server-embedded,1
com.hazelcast.jet:hazelcast-jet-hadoop-core,2
org.wicketTutorial:SingleCheckBox,1
org.wicketTutorial:StringResourceModelExample,1
org.reactivestreams:reactive-streams-tck,9
org.apache.servicemix.bundles:org.apache.servicemix.bundles.aopalliance,2
org.keycloak.testsuite:photoz-restful-api,1
org.eclipse.jetty.osgi:test-jetty-osgi-context,1
com.github.intellectualsites:plotsquared,1
org.apache.oltu.oauth2:org.apache.oltu.oauth2.jwt,1
org.apache.james:apache-james-mailbox-tools-quota-recompute,1
org.apache.james:blob-export-guice,1
org.apache.james:james-server-task-distributed,1
io.helidon.integrations.cdi:helidon-integrations-cdi-eclipselink,1
org.tillerino.osu:tillerinobot,1
com.blazebit:blaze-persistence-integration-entity-view-cdi,1
pki.gov.kz:kalkancrypt,1
co.elastic.apm:apm-es-restclient-plugin-6_4,1
org.dromara:raincat-dubbo-sample-stock,1
org.uncommons:reportng,2
io.github.resilience4j:resilience4j-ratelimiter,6
org.odpi.egeria:tex-view-server,1
com.android:signflinger,1
org.demoiselle.signer:chain-icp-brasil-homolog,1
org.demoiselle.signer:signer-core,1
org.apache.hbase:hbase-external-blockcache,1
org.apache.hop:hop-action-waitforfile,1
org.apache.hop:hop-transform-execprocess,1
io.github.microutils:kotlin-logging-jvm,1
org.openehealth.ipf.platform-camel:ipf-platform-camel-ihe-fhir-stu3-mhd,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.clearnlp-model-role-en-mayo,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.opennlp-model-token-en-maxent,1
org.dkpro.core:dkpro-core-hunpos-asl,1
org.dkpro.core:dkpro-core-jtok-asl,1
org.lappsgrid:discriminator,1
com.iluwatar:naked-objects-dom,2
software.amazon.awssdk:route53,1
org.avaje:ebean,3
org.cleartk:cleartk-ml-weka,1
org.openimaj:core-citation,1
com.github.rtyley:android-screenshot-celebrity,2
org.apache.skywalking:zipkin-receiver-plugin,1
com.yiqiniu.easytrans.demos:interfacecall-wallet-api,1
org.cassandraunit:cassandra-unit-shaded,1
org.zalando:problem-spring-web,2
io.streamthoughts:kafka-connect-filepulse-api,1
io.openliberty.org.jboss.resteasy:common,1
javax.resource:javax.resource-api,5
org.apache.servicemix.bundles:org.apache.servicemix.bundles.bcel,2
org.springframework.cloud:spring-cloud-starter-circuitbreaker-reactor-resilience4j,3
org.apache.gora:gora-couchdb,1
org.apache.jclouds.labs:rackspace-cloudfiles-uk,1
es.gob.afirma:afirma-ui-core-jse-keystores,1
net.ricecode:string-similarity,1
com.fluxcapacitor:flux-core,1
com.linkedpipes:plugin-test,1
org.raml.jaxrs:jaxrs-parser,1
com.zlt:zlt-auth-client-spring-boot-starter,1
io.fabric8:openshift-model-clusterautoscaling,1
org.carlspring.strongbox:strongbox-authentication-support,1
io.quarkus:quarkus-devtools-base-codestarts,1
io.quarkus:quarkus-spring-data-rest-api,1
io.quarkus:quarkus-vertx-web-deployment,1
io.smallrye.reactive:smallrye-connector-attribute-processor,2
org.hibernate:hibernate-graalvm,1
org.wso2.carbon:org.wso2.carbon.core.services,3
org.jenkins-ci.plugins:bouncycastle-api,3
org.kohsuke.stapler:stapler-jsp,1
ignored-scopes:included-optional,1
com.goldmansachs.obevo:obevo-db-internal-test-helper,1
org.jboss.interceptor:jboss-interceptor-core,1
net.consensys:kafka-deadletter,1
io.shardingsphere:sharding-orchestration-reg-etcd,1
org.apache.shardingsphere:sharding-jdbc-spring-namespace,3
io.kamon:kamon-annotation_2.12,1
github.javaguide:hello-service-api,1
org.corfudb:annotations,1
org.wildfly.swarm:connector-modules,1
org.apache.wicket.experimental.wicket9:wicket-http2-jetty,1
org.apache.wicket:wicket-cdi,1
top.tangyh.basic:lamp-all,1
com.walmartlabs.concord:concord-agent,1
external:jdmkrt,2
org.forgerock.ce.openam:openam-auth-httpbasic,1
org.jboss.resteasy:resteasy-jettison-provider,2
org.wso2.am:org.wso2.am.framework.extensions,1
org.openecard:recognition,1
swingx:swingx,1
org.restlet.dev:org.restlet.ext.crypto,1
org.camunda.consulting.snippets:process-test-coverage,1
com.teamdev.jxbrowser:jxbrowser-win64,1
jaxme:jaxmejs,1
com.azure:azure-data-tables,1
org.apache.karaf.deployer:org.apache.karaf.deployer.wrap,1
org.apache.karaf.webconsole:org.apache.karaf.webconsole.console,1
io.lumify:lumify-gpw-zipcode-extractor,1
org.openhab.addons.bundles:org.openhab.binding.goecharger,1
ddf.mime.tika:mime-tika-resolver,1
ddf.platform:http-filter-api,1
org.codice.ddf.validator:catalog-validator-metacardlocation,1
com.sun.ejte.ccl.reporter:SimpleReporterAdapter,1
org.glassfish.main.jms:jms-admin,1
org.restlet:org.restlet.ext.spring,2
org.eclipse.tycho.extras:tycho-eclipserun-plugin,1
org.jvnet.hudson:task-reactor,1
org.apache.shenyu:shenyu-spring-boot-starter-plugin-general-context,1
net.ymate.platform:ymate-platform-persistence,1
io.opencensus:opencensus-exporter-stats-prometheus,1
com.simba.googlebigquery.jdbc:opencensus-api,1
org.ohdsi:rabbit-core,1
org.dynmap:dynmap-api,1
org.hawkular.apm:hawkular-apm-server-elasticsearch,1
com.yubico:u2flib-server-core,1
com.google.code.morphia:morphia,1
it.unibz.inf.ontop:ontop-binding,1
it.unibz.inf.ontop:ontop-rdb,1
io.syndesis.server:server-logging-jaeger,1
com.aconex.scrutineer:verifier,1
org.infinitest.intellij:intellij-annotations,1
io.ebean:persistence-api,1
org.testingisdocumenting.webtau:webtau-browser,1
com.facebook.presto.orc:orc-protobuf,1
fish.payara.monitoring-console:monitoring-console-api,1
fish.payara.server.internal.web:gf-weld-connector,1
org.mayocat.shop:mayocat-shop-taxes-api,1
org.apache.servicecomb.demo:demo-local-registry-server,1
org.exquery:exquery-xquery3,1
io.xream.x7:x7-id-generator,1
tech.tablesaw:tablesaw-json,1
org.pentaho.di.plugins:kettle-json-plugin-core,1
org.apache.iotdb:service-rpc,1
pentaho:pentaho-big-data-kettle-plugins-hbase-meta,1
org.apache.dubbo:dubbo-remoting-netty4,1
io.takari.graph:takari-graph,1
cn.dreampie:resty-httpclient,1
de.learnlib:learnlib-drivers-simulator,1
org.geysermc:ap,1
org.perfkit.sjk.parsers:sjk-jfr-standalone,1
com.github.lybgeek:springboot-dbtemplate,1
com.enterprisedt:edtFTPj,1
org.lionsoul:jcseg-analyzer,2
org.hswebframework.web:hsweb-system-dictionary,1
org.pentaho:commons-xul-swing,2
org.testcontainers:selenium,6
org.xwiki.platform:xwiki-platform-activeinstalls-server-api,1
com.fasterxml.jackson.module:jackson-module-jsonSchema,15
org.joyqueue:joyqueue-message-filter,1
com.vaadin:vaadin-text-field-testbench,1
io.reactivex:rxjava,34
org.apache.activemq:activemq-pool,15
io.rest-assured:xml-path,3
org.apache.camel.quarkus:camel-quarkus-aws2-athena-deployment,1
org.apache.camel.quarkus:camel-quarkus-aws2-msk-deployment,1
org.apache.camel.quarkus:camel-quarkus-hazelcast-deployment,1
org.apache.camel.quarkus:camel-quarkus-jgroups,1
org.apache.camel.quarkus:camel-quarkus-solr-deployment,1
org.apache.camel.quarkus:camel-quarkus-twitter-deployment,1
io.swagger:swagger-codegen,1
org.apache.camel:camel-main,1
org.apache.camel:camel-mina,1
com.ejlchina:bean-searcher,1
com.uber:h3,2
com.sun.xml.ws:policy,3
io.zipkin.brave:brave-instrumentation-mysql6,1
org.eclipse.ceylon.cmr:cmr-api,1
org.netbeans.api:org-netbeans-api-java,2
org.scala-lang:scala-continuations,1
org.jvnet.staxex:stax-ex,13
com.goldmansachs:junit-trait-runner,1
org.springframework.social:spring-social-twitter,4
org.jboss.arquillian.testenricher:arquillian-testenricher-ejb,2
bsf:bsf,5
org.apache.isis.testing:isis-testing-fakedata-fixtures,1
org.apache.rocketmq:rocketmq-store,2
org.springframework.boot:spring-boot-starter-log4j,10
org.apache.nifi:nifi-confluent-schema-registry-service,1
org.mock-server:mockserver-spring-test-listener,1
com.evolveum.midpoint.model:workflow-api,1
com.evolveum.midpoint:midpoint-samples,1
org.mobicents.arquillian.container:mss-tomcat-embedded-7,2
org.eclipse.kapua:kapua-device-management-registry-api,1
io.trino.hadoop:hadoop-apache,2
com.github.bingoohuang:westid,1
org.weasis.dicom:weasis-dicom-explorer,1
org.netbeans.api:org-netbeans-modules-j2eeserver,1
com.kirelcodes.miniaturepets:miniaturepets-api,1
org.apache.james:metrics-api,1
org.eclipse.microprofile.lra:microprofile-lra-api,2
com.blazebit:blaze-persistence-core-parser-jar,1
com.blazebit:blaze-persistence-testsuite-base-openjpa,1
org.wso2.carbon.analytics-common:org.wso2.carbon.databridge.core,3
io.gravitee.apim.gateway:gravitee-apim-gateway-flow,1
xpp3:xpp3_xpath,1
org.aeonbits.owner:owner,3
org.jboss.resteasy:jose-jwt,2
org.wildfly:wildfly-transactions,1
org.teiid.connectors:mongodb-api,1
org.apache.hop:hop-databases-generic,1
org.apache.hop:hop-databases-greenplum,1
com.baidu.aip:java-sdk,5
org.jclouds.provider:skalicloud-sdg-my,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.ixa-model-lemmatizer-nl-perceptron-alpino,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.treetagger-model-tagger-bg-le,1
tc.oc.pgm:core,1
dk.dma.ais.lib:ais-lib-messages,1
com.alibaba.nacos:nacos-address,1
org.apache.maven.its.shade.fac:a,1
org.knowm.xchange:xchange-yobit,1
com.founder.fix.fixflow:fixflow-core,1
org.springframework.integration:spring-integration-amqp,2
org.eclipse.milo:server-examples,1
org.openimaj:nlp,1
org.apache.jackrabbit:oak-store-document,1
io.prometheus:simpleclient_caffeine,1
io.prometheus:simpleclient_tracer_common,1
com.yiqiniu.easytrans.demos:tccandmsg-order-service,1
org.jdbi:jdbi3-core,8
berkeleydb:je,1
io.github.opendataio:libcephfs,1
org.alluxio:alluxio-stress-shell,1
com.jcabi:jcabi-jdbc,2
es.gob.afirma:afirma-crypto-core-pkcs7,1
io.reflectoring:specification,1
com.kumuluz.ee:kumuluzee-micro-profile,1
io.hetu.core:presto-record-decoder,1
org.hotswapagent:hotswap-agent-undertow-plugin,1
systems.manifold:manifold-graphql-rt,1
io.quarkus:quarkus-caffeine-deployment,1
org.acme:acme-quarkus-ext-d-deployment,1
com.zrlog:admin-token,1
org.wso2.carbon.identity.application.authz.xacml:org.wso2.carbon.identity.application.authz.xacml.server.feature,1
com.coravy.hudson.plugins.github:github,3
com.zbkj:crmeb-service,1
de.fraunhofer.iosb.ilt.FROST-Server:FROST-Server.Core,1
ru.yandex.qatools.allure:allure-java-annotations,2
site.ycsb:ignite-binding,1
org.languagetool:language-da,1
org.gradoop:gradoop-temporal,1
io.hops:hadoop-client-runtime,2
io.hops:hadoop-sls,1
org.wildfly.swarm:jca-runtime,1
org.apache.wicket.experimental.wicket9:wicket-http2-undertow,1
org.apache.wicket.experimental.wicket9:wicket-metrics,1
iped:iped-viewers-impl,1
com.bea.sipservlet.tck:jain-sip-ri,1
com.walmartlabs.concord.runtime.v1:concord-project-model-v1,1
org.apache.cxf:cxf-rt-rs-security-jose,2
org.apache.geronimo.javamail:geronimo-javamail_1.6_mail,1
org.modeshape:modeshape-webdav-war,1
org.glassfish.soteria:jakarta.security.enterprise,2
org.opensymphony.quartz:quartz,3
hermesjms:hermes,1
org.springframework.cloud:spring-cloud-function-adapter-openwhisk,1
com.microsoft.azure:azure-core,1
com.github.dandelion:dandelion-thymeleaf,1
ch.cyberduck:dracoon,1
org.ehrbase.openehr:rest-openehr,1
io.socket:engine.io-server,1
io.wcm:io.wcm.caconfig.extensions,1
com.github.mob41.blapi:broadlink-java-api,1
org.openhab.addons.bundles:org.openhab.binding.lifx,1
org.glassfish.docs:installation-guide,1
org.glassfish.main.cluster:cluster-ssh,1
com.google.code.gwt-dnd:gwt-dnd,1
com.github.Hurence:opc-simple,1
org.kitesdk:kite-morphlines-solr-core,2
org.metawidget.modules:metawidget-jackson,1
org.eclipse.hawkbit:hawkbit-http-security,1
org.bytedeco:opencv-platform-gpu,1
com.qcadoo.mes:mes-plugins-work-plans,1
org.eclipse.rdf4j:rdf4j-config,2
ro.fortsoft.pf4j:pf4j,2
com.hazelcast.samples.serialization.benchmarks:serialization-benchmarks-protobuf,1
cn.hutool:hutool-aop,1
net.sf.okapi.filters:okapi-filter-properties,1
com.impetus.kundera.client:kundera-neo4j,1
org.spf4j:spf4j-junit,1
com.stratio.deep:deep-commons,1
org.jboss.as:jboss-as-ee,1
org.rhq:rhq-common-drift,1
org.springframework.cloud:spring-cloud-kubernetes-fabric8-config,1
com.oracle.coherence.ce:coherence-grpc,1
com.oracle.coherence.ce:coherence-mock,1
io.teknek:tunit,1
org.apache.syncope.ext.saml2sp4ui:syncope-ext-saml2sp4ui-persistence-api,1
org.eclipse.hono:hono-adapter-base-spring,1
com.facebook.airlift:discovery,1
com.facebook.presto:presto-orc,1
fish.payara.server.internal.admin:monitoring-core,1
fish.payara.server.internal.batch:payara-jbatch,1
fish.payara.server.internal.payara-modules:phonehome-bootstrap,1
org.db4j:kilim,1
org.apache.servicecomb:common-protobuf,1
com.twitter.common:base,1
com.thinkbiganalytics.kylo.integrations:kylo-nifi-provenance-repo-v1.2,1
com.thinkbiganalytics.kylo.integrations:kylo-nifi-spark-processors,1
com.thinkbiganalytics.kylo:kylo-classname-change-api,1
org.bytedeco:javacpp-platform,2
org.freehep:freehep-graphicsio-emf,1
org.pentaho.di:importer-utility,1
org.springframework.expression:org.springframework.expression,1
e.mirkosertic.bytecoder:bytecoder.api,1
com.ibm.fhir:fhir-operation-convert,1
gov.nsa.datawave:datawave-ingest-csv,1
de.learnlib:learnlib-annotation-processor,1
de.symeda.sormas:sormas-backend,1
systems.manifold:manifold-ext-middle-test,1
top.tangyh.lamp:lamp-sms-biz,2
org.glassfish.main.core:logging,1
com.didichuxing.datachannel:log-agent-common,1
io.netty:netty-common,52
org.testcontainers:oracle-xe,10
org.xwiki.platform:xwiki-platform-extension-test-pageobjects,1
org.xwiki.platform:xwiki-platform-filter-event-xwiki,1
cglib:cglib,97
org.joyqueue:joyqueue-message-filter-api,1
net.sourceforge.htmlcleaner:htmlcleaner,10
com.alibaba.otter:canal.common,2
com.alibaba.otter:connector.rocketmq,1
org.apache.camel.quarkus:camel-quarkus-disruptor-deployment,1
org.apache.camel.quarkus:camel-quarkus-log-deployment,1
org.apache.camel.quarkus:camel-quarkus-pdf,1
org.apache.camel.quarkus:camel-quarkus-schematron-deployment,1
org.elasticmq:elasticmq-rest-sqs_2.11,1
com.github.binarywang:wx-java-miniapp-spring-boot-starter,2
eu.bitwalker:UserAgentUtils,24
org.apache.camel:camel-aws2-msk,1
org.apache.camel:camel-braintree,1
org.apache.rya:rya.periodic.notification.service,1
jakarta.enterprise:jakarta.enterprise.cdi-api,26
org.geotools:gt-shapefile,12
org.apache.hive:hive-common,11
org.easytesting:fest-swing,4
org.jvnet.jaxb2_commons:jaxb2-basics,4
org.apache.hadoop:hadoop-yarn-server,3
org.jmonkeyengine:jme3-desktop,1
org.wicketstuff:wicketstuff-annotation,4
com.sparkjava:spark-template-thymeleaf,1
org.apache.abdera:abdera-i18n,2
org.spout:cereal,1
a:a,1
com.sandec.jpro:jpro-webapi,1
net.openhft:koloboke-api-jdk8,2
org.apache.skywalking:apm-test-tools,1
nz.net.ultraq.thymeleaf:thymeleaf-layout-dialect,7
com.spotify:ssh-agent-proxy,1
org.apache.isis.subdomains:isis-subdomains-base-applib,1
org.apache.aries.blueprint:blueprint-maven-plugin-annotation,2
org.apache.aries.transaction:org.apache.aries.transaction.manager,2
org.apache.nifi:nifi-framework-cluster-protocol,1
org.apache.servicecomb.pack:alpha-core,1
com.github.livesense:jodconverter-core,1
org.webjars.npm:ionicons,1
com.scetc.show:scetc-show-videos-dev-mapper,1
org.graalvm.truffle:truffle-dsl-processor,4
org.dromara:myth-demo-motan-account,1
org.junit.platform:junit-platform-commons,14
org.togglz:togglz-hazelcast,1
com.networknt:eventuate-client-jdbc,1
org.netbeans.api:org-netbeans-modules-db,1
club.mydlq:service-feign-interface,1
org.netbeans.api:org-netbeans-spi-java-hints,1
com.baidu:ueditor,1
org.apache.dolphinscheduler:dolphinscheduler-api,1
com.github.stefvanschie.inventoryframework:1_16_2-3,1
org.apache.james:james-server-webadmin-mailrepository,1
io.helidon.integrations.cdi:helidon-integrations-cdi-hibernate,1
io.helidon.integrations.vault.secrets:helidon-integrations-vault-secrets-pki,1
com.blazebit:blaze-persistence-jpa-criteria-jpa-2-compatibility,1
org.wso2.carbon.registry:org.wso2.carbon.registry.search.stub,3
org.odpi.egeria:asset-owner-client,1
org.odpi.egeria:connector-configuration-factory,1
io.cdap.cdap:cdap-explore,1
io.dropwizard.metrics:metrics-jms,1
com.navercorp.pinpoint:pinpoint-cxf-plugin,1
org.teiid.connectors:google-api,1
io.opentelemetry:opentelemetry-semconv,2
org.apache.hop:hop-transform-delay,1
org.jooq:jooq-codegen-maven,2
com.vaadin:flow-server,2
org.apache.bookkeeper:bookkeeper-server-tests-shaded,1
org.cogroo:cogroo-gc,1
com.hccake:ballcat-spring-boot-starter-swagger,1
com.xiao.skywalking.demo:SpringCloud-Common,1
org.cleartk:cleartk-summarization,1
com.networknt:deref-token,1
org.apache.maven.plugin.rresource.it.mrr43:deficient-dep,1
com.pubnub:pubnub-gson,2
org.hyperic.hq.plugin:openldap-plugin,1
uk.ac.ed.ph.snuggletex:snuggletex-jeuclid,1
org.glassfish.jersey.media:jersey-media-json-jettison,4
com.jayway.android.robotium:robotium-solo,2
org.apache.cloudstack:cloud-plugin-host-affinity,1
com.yiqiniu.easytrans:easytrans-queue-kafka-starter,1
org.jvnet.jaxb2.maven2:maven-jaxb2-plugin-tests-MAVEN_JAXB2_PLUGIN-79-a,1
com.mulesoft.munit:mule-munit-support,1
jakarta.platform:jakarta.jakartaee-web-api,2
org.kaazing:gateway.resource.address.tcp,1
org.kaazing:gateway.server.api,1
org.apache.xbean:xbean-asm8-shaded,1
org.opensaml:opensaml-xacml-api,3
org.tuxdevelop:spring-batch-lightmin-server-scheduler-repository,1
com.squareup.picasso:picasso,4
io.airlift:trace-token,2
com.usthe.sureness:solon-plugin-sureness,1
io.katharsis:katharsis-client,1
com.dtstack.flinkx:flinkx-connector-jdbc-base,1
com.dtstack.flinkx:flinkx-connector-mysql,1
org.pacesys.openstack4j.connectors:openstack4j-okhttp,1
org.noear:aliyun-oss-solon-plugin,1
io.quarkus:quarkus-qute,1
io.quarkus:quarkus-resteasy-common-deployment,1
io.smallrye.stork:smallrye-stork-microprofile-config,1
org.wso2.carbon.identity.event.handler.accountlock:org.wso2.carbon.identity.handler.event.account.lock.feature,2
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.unique.claim.mgt.server.feature,1
org.wso2.carbon.identity.saml.common:org.wso2.carbon.identity.saml.common.util,2
org.wso2.carbon.identity.user.api:org.wso2.carbon.identity.api.user.approval.common,1
org.apache.edgent.java7:edgent-connectors-kafka,1
mx4j:mx4j-impl,1
org.infinispan:infinispan-persistence-soft-index,1
org.jboss.cache:jbosscache-core,1
com.libreplan.java.zk.components:customdetailrowcomponent,1
com.oracle.substratevm:svm,1
one.util:huntbugs,1
ru.yandex.qatools.allure:allure-commandline,1
site.ycsb:aerospike-binding,1
org.dromara:hmily-grpc,1
org.dromara:hmily-serializer-all,1
org.wildfly.swarm:webservices-modules,1
com.github.bbottema:rtf-to-html,1
qunar.common:common-concurrent,1
de.adorsys.psd2:consent-psu-web,1
org.codehaus.jstestrunner:jstestrunner-junit,2
org.forgerock.ce.openam:openam-auth-common,1
org.forgerock.ce.openam:openam-idsvcs-schema,1
org.opencastproject:opencast-message-broker-api,1
com.octo.android.robospice:robospice-ui-spicelist,1
org.apache.tomee:arquillian-openejb-transaction-provider,1
org.apache.tomee:tomee-server-version,1
org.apache.maven:maven-toolchain-builder,1
org.eclipse.xtext:org.eclipse.xtext.xbase.testing,2
com.webank.wedatasphere.schedulis:az-core,1
org.openecard.addons:tr03112,1
ezmorph:ezmorph,1
com.mysema.querydsl:querydsl-sql,2
com.microsoft.azure:azure-servicebus-jms,1
io.dropwizard:dropwizard-db,2
me.minebuilders:clearlag,1
io.s4:s4_core,1
com.youlai:common-log,1
com.github.j-n-k:moquette-broker,1
org.openhab.addons.bundles:org.openhab.binding.intesis,1
ddf.catalog.plugin:catalog-plugin-security-audit,1
ddf.catalog.rest:catalog-rest-api,1
ddf.catalog.security:catalog-security-filter,1
ddf.security.filter:security-filter-web-sso,1
org.codice.ddf.spatial:spatial-wfs-metacardtype-registry-api,1
com.sun.woodstock.dependlibs:dataprovider,2
org.glassfish:jakarta.ejb,1
org.smartloli.kafka.eagle:efak-plugin,1
org.eclipse.hawkbit:hawkbit-artifact-repository-filesystem,1
org.hudsonci.stapler:stapler-jelly,1
org.owasp:dependency-check-utils,1
org.apache.shenyu:shenyu-plugin-uri,1
org.apache.shenyu:shenyu-spring-boot-starter-plugin-uri,1
com.qcadoo.mes:mes-plugins-column-extension,1
com.qcadoo.mes:mes-plugins-cost-norms-for-operation-in-order,1
com.addthis:muxy,1
org.dspace:dspace-api-lang,1
org.dspace:oclc-harvester2,1
com.simba.googlebigquery.jdbc:guava,1
org.apache.oozie:oozie-sharelib-streaming,1
org.jivesoftware:org.jivesoftware.smackx-debug,1
com.oracle.bedrock:bedrock-runtime-jacoco,1
com.oracle.coherence.ce:coherence-discovery,1
org.apache.syncope.core:syncope-core-self-keymaster-starter,1
org.apache.syncope.ext.oidcc4ui:syncope-ext-oidcc4ui-persistence-api,1
org.hjug.refactorfirst.costbenefitcalculator:cost-benefit-calculator,1
com.gazbert.bxbot:bxbot-strategy-api,1
fish.payara.server.internal.osgi-platforms:glassfish-osgi-console-plugin-l10n,1
fish.payara.server.internal.security:security-ee-l10n,1
fish.payara.server.internal.webservices:soap-tcp,1
com.github.siom79.japicmp:japicmp-ant-task,1
org.pentaho.reporting.library:flute,1
com.netflix.governator:governator-annotations,1
org.eclipse.jetty:jetty-alpn-openjdk8-client,1
com.thinkbiganalytics.kylo.integrations:kylo-nifi-spark-service,1
com.thinkbiganalytics.kylo:kylo-file-metadata-api,1
org.incode.module.errorrptjira:incode-module-errorrptjira-impl,1
io.eventuate.tram.examples.customers.and.orders:order-service-api-web,1
org.xqdoc:xqdoc-conversion,1
com.graphhopper:jsprit-io,1
com.facebook.jcommon:collections-foundation,1
info.cqframework:cql-to-elm,1
org.openscience.cdk:cdk-core,1
org.geysermc.geyser.adapters:spigot-all,1
org.jolokia:jolokia-jmx-adapter,1
com.icegreen:greenmail-junit4,2
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.treetagger-model-tagger-gl-le,1
org.fluttercode.datafactory:datafactory,3
com.blazegraph:bigdata-runtime,1
org.jtalks.common:jtalks-common-model,1
org.openhab.addons.bundles:org.openhab.binding.generacmobilelink,1
org.oreon.gl:oe-gl-deferred,1
org.cometd.java:cometd-java-examples-embedded,1
io.github.quickmsg:smqtt-rule-source-kafka,1
com.zfoo:hotswap,1
org.apache.tika:tika-parser-pdf-module,2
org.eclipse.jetty:jetty-client,34
org.codehaus.plexus:plexus-archiver,24
net.jcip:jcip-annotations,28
org.apache.camel.quarkus:camel-quarkus-integration-test-support-custom-dataformat,1
org.apache.camel.quarkus:camel-quarkus-vm,1
org.swinglabs.swingx:swingx-all,5
org.apache.maven.resolver:maven-resolver-api,15
org.apache.fluo:fluo-api,1
org.apache.rya:rya.export.client,1
org.hibernate.search:hibernate-search-v5migrationhelper-engine,1
io.grpc:grpc-common,1
org.locationtech.geowave:geowave-analytic-spark,1
org.locationtech.geowave:geowave-core-ingest,1
org.parceler:parceler-api,4
org.apache.directory.server:apacheds-all,8
org.springdoc:springdoc-openapi-kotlin,3
org.apache.ozone:ozone-client,2
