dependency,count
com.github.wendykierp:JTransforms,1
org.apache.iotdb:iotdb-antlr,1
org.springframework.cloud.fn:elasticsearch-consumer,1
com.github.dhis2:sms-compression,1
org.hisp.dhis:dhis-service-analytics,1
org.apache.helix:helix-common,1
org.graphfoundation.ongdb:ongdb-consistency-check,1
io.geekidea.springbootplus:bootstrap,1
org.apache.flink:flink-connector-kafka-0.11_2.11,2
io.jpress:module-article-service,1
me.filoghost.holographicdisplays:holographicdisplays-nms-v1_16_r1,1
org.eclipse.swt:org.eclipse.swt.gtk.linux.x86_64,2
com.facebook.jcommon:logging,1
org.webjars:requirejs,3
org.xwiki.platform:xwiki-platform-filter-instance-script,1
org.xwiki.platform:xwiki-platform-rest-api,1
org.openjfx:javafx-graphics,21
com.amazonaws:aws-java-sdk-emr,4
net.citizensnpcs:citizensapi,3
io.prometheus:simpleclient,42
org.apache.camel.quarkus:camel-quarkus-ahc-ws-deployment,1
org.apache.camel.quarkus:camel-quarkus-xchange-deployment,1
ca.uhn.hapi:hapi-structures-v251,4
info.picocli:picocli,49
org.apache.camel:camel-base,1
org.geotools:gt-api,3
org.apache.dubbo:dubbo,38
org.locationtech.geowave:geowave-analytic-api,1
net.java.dev.swing-layout:swing-layout,7
com.netflix.rxjava:rxjava-core,2
org.apache.wicket:wicket-auth-roles,9
com.google.http-client:google-http-client,32
org.seamless:seamless-util,4
org.apache.lucene:lucene-analyzers-smartcn,12
org.apache.samza:samza-serializers_2.10,2
org.aksw.sparqlify:sparqlify-update,1
com.google.cloud:spring-cloud-gcp-core,2
com.google.cloud:spring-cloud-gcp-starter-logging,1
org.springframework.cloud:spring-cloud-starter-netflix-eureka-client,8
com.hubspot.jackson:jackson-datatype-protobuf,4
org.apache.shardingsphere.elasticjob:elasticjob-restful,1
ai.labs:semanticparser-definition,1
de.jkeylockmanager:jkeylockmanager,1
org.apache.isis.incubator.viewer:isis-viewer-javafx-viewer,1
org.apache.isis.mappings:isis-mappings-jaxrsclient-applib,1
org.apache.isis.persistence:isis-persistence-jpa-integration,1
org.apache.isis.subdomains:isis-subdomains-pdfbox-applib,1
org.eclipse.persistence:org.eclipse.persistence.sdo,3
org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.0_spec,4
org.apache.servicemix.bundles:org.apache.servicemix.bundles.serp,2
org.drools:kie-pmml,1
com.github.jponge:lzma-java,1
org.apache.nifi:nifi-toolkit-encrypt-config,1
io.cloudslang:score-api,1
org.atmosphere:atmosphere-annotations,2
javax.ejb:ejb-api,7
org.eclipse.persistence:org.eclipse.persistence.parent,1
io.mongock:mongock-driver-api,1
com.infradna.tool:bridge-method-annotation,3
org.eclipse.kapua:kapua-device-management-keystore-job,1
org.eclipse.kapua:kapua-device-management-request-api,1
org.wicketTutorial:MetaDataRolesStrategyExample,1
com.xeiam.xchange:xchange-lakebtc,1
net.runelite.pushingpixels:trident,1
org.clojure:tools.nrepl,1
org.mortbay.jetty:jetty-sslengine,2
exml:exml,1
org.eclipse.emf:org.eclipse.emf.mwe.lib,1
io.helidon.integrations.micrometer:helidon-integrations-micrometer-cdi,1
com.sk89q:WorldGuard,1
org.apache.jclouds.api:glacier,1
com.blazebit:blaze-persistence-integration-hibernate-5.4-jakarta,1
org.wso2.carbon.mediation:org.wso2.carbon.mediation.library,2
org.wso2.ei:org.wso2.micro.integrator.ndatasource.capp.deployer,1
io.projectreactor.addons:reactor-adapter,1
io.github.rowak:nanoleaf-api,1
co.elastic.apm:apm-awslambda-plugin,1
co.elastic.apm:external-plugin,1
org.glassfish.hk2:hk2-configuration-integration,1
org.apache.jena:jena-iri,1
org.odpi.egeria:catalog-integrator-server,1
com.netease.nim:camellia-tools,1
org.jboss.shrinkwrap.descriptors:shrinkwrap-descriptors-api-base,4
io.apiman:apiman-manager-ui-war,1
xmlpull:xmlpull,7
org.webjars.bower:lodash,1
org.jclouds.api:ec2,1
org.jboss.windup.decompiler.fernflower:fernflower,1
org.jenkins-ci.plugins.workflow:workflow-cps,2
org.openehealth.ipf.gazelle:ipf-gazelle-validation-profiles-iti-pixpdq,1
org.openehealth.ipf.platform-camel:ipf-platform-camel-ihe-mllp,1
org.apache.streampipes:streampipes-wrapper-siddhi,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.clearnlp-model-pred-en-ontonotes,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.rftagger-model-morph-de-tiger,1
com.xiao.skywalking.demo:SpringCloud-RestTemplate-Stater,1
info.xiaomo:core,1
org.apache.deltaspike.modules:deltaspike-partial-bean-module-api,2
org.apache.maven.its.dependency:get-artifact,1
org.apache.maven.its.shade.dcwr:b,1
org.apache.hive:hive-classification,1
org.apache.eagle:eagle-app-base,1
io.thorntail:infinispan,1
io.thorntail:microprofile-metrics,1
org.openjdk.jmc:org.openjdk.jmc.flightrecorder.ext.jfx,2
com.founder.fix.fixflow:fixflow-expand,1
org.apache.cloudstack:cloud-plugin-network-internallb,1
net.sf.squirrel-sql.thirdparty-non-maven:java-cup,2
org.apache.maven.skins:maven-fluido-skin,1
com.yiqiniu.easytrans.demos:interfacecallnozk-order-service,1
org.hibernate:hibernate-spatial,4
org.apache.myfaces.buildtools:myfaces-builder-annotations,1
org.jmockit:jmockit-coverage,1
org.matheclipse:matheclipse-logging,1
org.apache.hyracks:hyracks-test-support,1
org.apache.activemq:activemq-amq-store,1
com.vladsch.flexmark:flexmark-util-html,1
org.wikidata.query.rdf:streaming-updater-producer,1
org.mortbay.jetty:jsp-2.1,5
org.glassfish.grizzly:grizzly-comet-server,3
com.netease.cloud:nos-sdk-java-publiccloud,1
io.quarkus:quarkus-enforcer-rules-smoketest-ext3,1
io.quarkus:quarkus-flyway,1
io.quarkus:quarkus-google-cloud-functions,1
io.smallrye.config:smallrye-config-source-yaml,1
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.user.store.count.stub,1
com.gluonhq.attach:storage,3
org.wso2.carbon.business-process:org.wso2.carbon.humantask.stub,1
net.vidageek:mirror,5
org.revapi:revapi-reporter-json,1
com.ibm.icu:icu4j-charset,2
com.github.zhangyingwei:cockroach-core,1
com.twelvemonkeys.servlet:servlet,1
com.oracle.oci.sdk:oci-java-sdk-database,1
com.oracle.oci.sdk:oci-java-sdk-objectstorage-extensions,1
org.springframework.cloud:spring-cloud-vault-config,1
top.tangyh.basic:lamp-echo-starter,3
org.pdfsam:pdfsam-core,1
com.cxytiandi:kitty-spring-cloud-starter-dubbo,1
org.apache.openejb:openejb-client,1
com.jslsolucoes:mail,1
org.jboss.ironjacamar:ironjacamar-deployers-common,1
org.modeshape:modeshape-connector-git,1
org.sonatype.nexus:nexus-plugin-api,1
org.restlet.dev:org.restlet.ext.httpclient,1
org.drools:knowledge-api,4
com.azure.spring:azure-spring-boot-starter-keyvault-certificates,1
com.azure.spring:azure-spring-integration-servicebus,1
com.denizenscript:denizen,1
ch.cyberduck:backblaze,1
org.apache.aries.application:org.apache.aries.application.install,1
io.strimzi:certificate-manager,1
io.github.amaris:sftm-tree-matching,1
org.kohsuke:groovy-sandbox,2
io.lumify:lumify-gpw-ccextractor,1
org.openhab.addons.bundles:org.openhab.binding.atlona,1
org.openhab.addons.bundles:org.openhab.binding.squeezebox,1
org.openmuc:jsml,1
ddf.catalog.transformer:geojson-queryresponse-transformer,1
org.codice.ddf.metrics:metrics-prometheus-endpoint,1
org.codice.ddf.spatial:spatial-ogc-api,1
org.codice.ddf.spatial:spatial-wcs-common,1
org.glassfish.main.admin:backup,1
org.glassfish.main.admingui:console-ejb-plugin,1
org.glassfish.main.ha:ha-file-store,1
io.fabric8:fabric8-maven-plugin-generator-java-exec,1
org.codehaus.spring-security-oauth:spring-security-oauth,1
org.metawidget.modules.swing:metawidget-beansbinding,1
io.nflow:nflow-jetty,1
com.fasterxml.jackson.dataformat:jackson-dataformat-ion,2
com.h3xstream.retirejs:retirejs-core,1
pentaho:pentaho-platform-extensions,4
com.nextdoor.bender:bender-handlers,1
org.apache.shenyu:shenyu-common,1
org.thingsboard.common:data,1
com.qcadoo.mes:mes-plugins-master-orders,1
com.qcadoo.mes:mes-plugins-material-flow,1
com.qcadoo:qcadoo-testing,1
edu.isi:karma-typer,1
com.hazelcast:hazelcast-eureka-one,1
org.apache.oozie:oozie-sharelib-hive,1
org.gephi:ui-utils,1
org.jetbrains.kotlinx:lincheck,1
com.zuoxiaolong:niubi-job-spring,1
eu.optique-project:r2rml-api-rdf4j-binding,1
com.ibm.watson:ibm-watson,1
org.jboss.windup.tests:test-util,1
org.tynamo.security:tynamo-federatedaccounts-rollingtokens,1
org.jetlinks.community:io-component,1
org.xhtmlrenderer:flying-saucer-examples,1
net.sf.bluecove:bluecove-gpl,1
com.oracle.bedrock.coherence:coherence-12.2.1-testing-support,1
org.apereo.cas:cas-server-support-webauthn-core,1
eu.michael-simons.neo4j:neo4j-migrations-spring-boot-starter,1
com.adobe.acs:acs-aem-tools-bundle-livereload,1
fish.payara.server.internal.orb:orb-connector-l10n,1
fish.payara.server.internal.persistence:gf-jpa-connector,1
it.eng.knowage:knowage-utils-json,1
org.osgl:osgl-tool,2
org.pentaho.reporting.engine:classic-extensions-sampledata,2
org.neo4j:neo4j-configuration,1
com.thinkbiganalytics.kylo.plugins:kylo-spark-shell-server,1
com.thinkbiganalytics.kylo:kylo-audit-logging-api,1
org.interledger:link-ilp-over-http,1
com.mobidevelop.robovm:robovm-templater,1
org.apache.knox:gateway-util-common,1
io.milton:milton-client,1
org.hisp.dhis:dhis-service-core,1
com.ibm.fhir:fhir-operation-member-match,1
gov.nsa.datawave.microservice:type-utils,1
org.graphfoundation.ongdb:ongdb-enterprise-kernel,1
kg.apc:jmeter-plugins-charts,1
ikvm:System,1
org.springframework.statemachine:spring-statemachine-data-jpa,1
io.quarkus:quarkus-consul-config,1
org.apache.servicemix.specs:org.apache.servicemix.specs.jaxb-api-2.2,3
ftp4che:ftp4che,3
org.apache.knox:gateway-provider-rewrite,1
com.dlink:dlink-client-1.13,1
org.mockito:mockito-core,678
net.java.truevfs:truevfs-driver-zip-raes,1
org.xwiki.platform:xwiki-platform-component-wiki,1
org.xwiki.platform:xwiki-platform-icon-rest-api,1
io.swagger.core.v3:swagger-annotations,21
net.java.dev.msv:xsdlib,1
org.apache.ignite:ignite-indexing,6
com.vaadin:vaadin-login-testbench,1
com.fasterxml.uuid:java-uuid-generator,13
com.alibaba.otter:canal.parse.dbsync,1
org.apache.camel.quarkus:camel-quarkus-aws2-mq,1
org.apache.camel.quarkus:camel-quarkus-beanio,1
org.apache.camel.quarkus:camel-quarkus-fop,1
org.apache.camel.quarkus:camel-quarkus-ldap,1
org.apache.camel.quarkus:camel-quarkus-support-debezium,1
com.willwinder:DowelModule,1
com.willwinder:ugs-platform-plugin-setup-wizard,1
org.apache.camel:camel-asterisk,1
org.apache.camel:camel-couchbase,1
org.apache.camel:camel-mock,2
org.apache.camel:camel-service,1
org.apache.camel:camel-zip-deflater,1
org.apache.cxf:cxf-rt-frontend-simple,9
org.infinispan:infinispan-cdi-common,1
org.locationtech.geowave:geowave-grpc-server,1
ru.yandex.qatools.beanloader:beanloader,1
org.apache.xmlgraphics:batik-svggen,18
de.dfki.mary:voice-bits3-hsmm,2
com.sdl:odata_service,1
com.google.auto.service:auto-service,35
org.drools:drools-compiler,11
io.zipkin.brave:brave-instrumentation-servlet,4
org.apache.activemq:artemis-junit,5
org.netbeans.api:org-netbeans-modules-lexer,4
com.janeluo:ikanalyzer,4
org.jboss.arquillian.test:arquillian-test-spi,4
org.eclipse:swt,2
marc4j:marc4j,1
org.javalite:javalite-common,2
ai.labs:httpCallsTask-impl,1
com.github.messenger4j:messenger4j,1
org.apache.openjpa:openjpa,8
org.apache.nifi:nifi-cassandra-distributedmapcache-service,1
org.apache.nifi:nifi-kafka-0-9-processors,1
software.amazon.awssdk:secretsmanager,2
org.apache.servicecomb.pack.tests:explicit-transaction-context-tests,1
com.github.kwart.jsign:installcert,1
org.glassfish:jakarta.el,18
org.jenkins-ci.modules:instance-identity,6
org.eclipse.kapua:kapua-console-module-authentication,1
org.eclipse.kapua:kapua-job-engine-api,1
com.google.errorprone:error_prone_core,8
com.networknt:graphql-validator,1
org.apache.s4:s4-comm,1
org.apache.maven.plugin-tools:maven-plugin-tools-api,3
dev.webfx:webfx-platform-shared-util,1
org.apache.geronimo.specs:geronimo-jaxrpc_1.1_spec,1
org.apache.james:apache-james-mailbox-quota-search-elasticsearch-v7,1
io.helidon.common:helidon-common-crypto,1
org.apache.jclouds.api:cloudstack,2
org.wso2.carbon.data:org.wso2.carbon.dataservices.task.stub,2
net.shibboleth.tool:xmlsectool,1
org.esa.snap:snap-raster,1
org.odpi.egeria:repository-services-spring,1
org.odpi.egeria:security-manager-tag-connector,1
de.kopis.glacier:glacieruploader-parsers,1
com.netease.nim:camellia-redis-spring-boot-starter,1
com.navercorp.pinpoint:pinpoint-profiler-test,1
org.jboss.forge.addon:scaffold-faces,1
org.teiid.connectors:translator-mongodb,1
org.apache.hop:hop-transform-filesfromresult,1
org.apache.hop:hop-transform-streamschemamerge,1
org.apache.hop:hop-transform-tika,1
org.springframework.cloud:spring-cloud-stream-binder-kafka-streams,1
org.apache.streampipes:streampipes-pipeline-elements-data-simulator,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.ixa-model-lemmatizer-gl-perceptron-autodict05-ctag,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.opennlp-model-tagger-es-maxent,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-tagger-de-fast,1
org.dkpro.core:dkpro-core-clearnlp-asl,1
org.dkpro.core:dkpro-core-morpha-asl,1
io.atomix:atomix-rest,1
org.apache.tez:tez-common,3
oracle.javacard:api_classic,1
batik:batik-gvt,1
org.mrgeo:mrgeo-services-tms,1
org.glassfish.jersey.ext.cdi:jersey-cdi1x-transaction,2
org.simpleframework:simple-common,2
org.apache.cloudstack:cloud-plugin-user-authenticator-ldap,1
io.springlets:springlets-boot-starter-web,1
org.apache.tapestry:tapestry-javadoc,1
org.webjars.bower:select2,1
org.eobjects.datacleaner:DataCleaner-uniqueness,1
io.openliberty.org.jboss.resteasy:mprestclient,1
io.smallrye:smallrye-graphql-client-api,2
org.apache.pinot:pinot-s3,1
software.amazon.awssdk:regions,3
org.projectfloodlight:openflowj,1
com.github.paulcwarren:spring-versions-jpa-boot-starter,1
javatar:javatar,1
org.nutz:nutzboot-starter-dubbo,1
net.javacrumbs.json-unit:json-unit-fluent,4
org.jupiter-rpc:jupiter-common,1
com.dtstack.flinkx:flinkx-dirty-mysql,1
io.fabric8:certmanager-model-v1alpha3,1
zemberek-nlp:zemberek-grpc-server,1
io.quarkus:quarkus-container-image-jib-deployment,1
io.quarkus:quarkus-spring-webmvc-api,1
io.quarkus:quarkus-undertow-websockets,1
io.smallrye.reactive:smallrye-reactive-messaging-mqtt,2
ai.foremast.metrics:foremast-spring-4x-k8s-metrics,1
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.script.library.common,1
org.apache.directory.api:api-i18n,1
com.oracle.database.jdbc:ojdbc11,2
org.wso2.orbit.com.github.azakordonets:fabricator_2.10,1
org.wso2.siddhi:siddhi-core,2
io.fastjson:slumberdb-leveldb,1
com.github.waffle:waffle-jna,1
com.github.nifty-gui:nifty-default-controls,1
site.ycsb:crail-binding,1
org.tanaguru:tgol-data-presentation,1
me.filoghost.holographicdisplays:holographicdisplays-nms-v1_13_r2,1
org.asqatasun:asqatasun-crawler,1
com.aliyun.odps:odps-sdk-udf,1
com.github.java-json-tools:msg-simple,1
de.adorsys.psd2:consent-xs2a-web,1
org.waveprotocol:box-src,1
org.wso2.carbon.devicemgt:org.wso2.carbon.policy.mgt.common,1
org.opencastproject:opencast-working-file-repository-service-impl,1
com.cxytiandi:kitty-distributed-id,1
org.apache.tomee:openejb-jee,1
org.apache.tomee:openejb-server,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-mwl-rs,1
org.wso2.carbon.governance:org.wso2.carbon.governance.lcm.stub,1
io.sarl:io.sarl.lang.ui,1
org.sonatype.nexus.plugins:nexus-default-role-plugin,1
org.sonatype.nexus:nexus-oss-edition,1
com.narupley:not-going-to-be-commons-ssl,1
org.sonarsource.java:java-surefire,1
io.bootique:bootique-junit5,1
de.vonderbeck.bpm.identity:camunda-identity-keycloak,1
com.azure:azure-cosmos-encryption,1
org.apache.spark:spark-hive_2.12,1
org.apache.aries.jndi:org.apache.aries.jndi.legacy.support,1
org.apache.karaf.features:org.apache.karaf.features.command,2
me.vagdedes.spartan:SpartanAPI,1
io.ddf:ddf_core_2.10,1
org.openhab.addons.bundles:org.openhab.binding.bluetooth.bluegiga,1
org.openhab.addons.bundles:org.openhab.binding.haywardomnilogic,1
org.codice.ddf:ddf-common,1
org.bsc.maven:maven-processor-plugin,2
org.glassfish.main.security:security,1
org.glassfish.tests.embedded.ejb:ejb-api-test,1
com.hortonworks.streamline:streamline-actions-storm,1
com.hurence.logisland:logisland-processor-web-analytics,1
com.hurence.logisland:logisland-service-influxdb-client,1
io.nflow:nflow-rest-api-common,1
io.joyrpc:joyrpc-protocol-dubbo,1
org.bytesoft:bytetcc-supports-springboot,2
org.apache.sqoop:sqoop-security,1
org.apache.shenyu:shenyu-agent-plugin-tracing-jaeger,1
org.apache.shenyu:shenyu-spring-boot-starter-plugin-modify-response,1
com.alipay.sofa:registry-client-all,3
org.hoteia.qalingo:qalingo-api-core-security,1
io.github.quickmsg:smqtt-registry-scube,1
org.forgerock.openam:openam-authfilter-shared,1
org.jboss.on:jopr-tomcat-plugin,1
org.verapdf:pdf-model,1
com.vmware.admiral.closures:admiral-closure-adapter,1
org.springframework.cloud:spring-cloud-gcp-starter-storage,1
com.huaweicloud:spring-cloud-huawei-router-client,1
org.wicketstuff:async-task-impl,1
org.wicketstuff:wicketstuff-jwicket-ui-sort,1
io.github.skylot:jadx-java-convert,1
com.github.siom79.japicmp:japicmp-test-v2,1
com.mscharhag.oleaster:oleaster-matcher,1
org.neo4j:neo4j-ast,1
org.neo4j:neo4j-token-api,1
com.twitter:ostrich_2.11,1
org.apache.http:httpcore,1
org.jaitools:jt-all,1
aws.smithy.kotlin:serde-xml-jvm,1
org.springframework.cloud.fn:image-recognition-function,1
com.github.hairless:plink-checkpoint-reporter,1
org.apache.bval:org.apache.bval.bundle,1
org.apache.mahout.commons:commons-cli,1
org.hisp.dhis:dhis-service-dxf2,1
org.graphfoundation.ongdb:ongdb-com,1
com.ruoyi:ruoyi-develop,1
org.springframework.cloud:spring-cloud-deployer-thin,2
org.eclipse.jetty.orbit:org.apache.jasper.glassfish,2
de.tudarmstadt.ukp.clarin.webanno:webanno-telemetry,1
top.tangyh.basic:lamp-uid,1
org.openhab.addons.bundles:org.openhab.binding.mielecloud,1
org.oreon.common:oe-common-world,1
org.forgerock.openam:openam-diagnostics-plugins,1
org.eclipse.paho:org.eclipse.paho.client.mqttv3,39
de.rototor.snuggletex:snuggletex-core,2
org.xwiki.platform:xwiki-platform-extension-distribution,1
org.xwiki.platform:xwiki-platform-filter-event-model,1
org.xwiki.platform:xwiki-platform-image-api,1
org.xwiki.platform:xwiki-platform-like-test-pageobjects,1
org.springframework:spring-beans,184
org.bstats:bstats-bukkit,12
org.apache.camel.quarkus:camel-quarkus-jgroups-raft-deployment,1
org.apache.camel.quarkus:camel-quarkus-xchange,1
org.mitre:stix,1
com.vladsch.flexmark:flexmark-ext-gfm-strikethrough,2
io.opentracing.contrib:opentracing-grizzly-ahc,1
org.apache.camel:camel-scheduler,2
org.apache.camel:camel-yaml-dsl-common,1
org.hibernate:hibernate-entitymanager,73
jakarta.interceptor:jakarta.interceptor-api,11
org.locationtech.geowave:geowave-core-geotime,2
com.alibaba.datax:datax-core,2
org.apache.curator:curator-x-discovery-server,1
com.fasterxml.jackson.dataformat:jackson-dataformat-csv,15
org.glassfish.jersey.containers:jersey-container-grizzly2-servlet,10
net.adoptopenjdk:icedtea-web-clients,1
com.twitter:util-registry_2.10,1
org.drools:drools-decisiontables,6
net.sourceforge.pmd:pmd-cs,1
org.netbeans.api:org-netbeans-modules-editor-lib2,4
org.netbeans.api:org-netbeans-modules-project-libraries-ui,1
org.apache.chemistry.opencmis:chemistry-opencmis-client-api,3
com.twitter:finagle-thrift_2.11,1
org.apache.maven.enforcer:enforcer-api,4
org.apache.isis.testing:isis-testing-h2console-ui,1
org.springframework.boot:spring-boot-starter-quartz,3
org.apache.deltaspike.modules:deltaspike-data-module-api,4
net.lr.karaf.tutorial.voting:voting-model,1
org.pdown:rest,1
org.apache.nifi:nifi-jolt-record-processors,1
org.apache.nifi:nifi-mock-authorizer,1
com.evolveum.midpoint.tools:ninja,1
org.hibernate:ejb3-persistence,1
net.java.sezpoz:sezpoz,3
org.apache.kylin:kylin-spark-classloader,1
com.sun.istack:istack-commons-runtime,15
org.netbeans.modules:org-netbeans-insane,1
org.keycloak:keycloak-authz-policy-common,2
org.apache.oltu.commons:org.apache.oltu.commons.json,1
io.helidon.tests.integration.tools:helidon-tests-integration-tools-client,1
com.blazebit:blaze-persistence-integration-eclipselink,1
org.wso2.carbon.data:org.wso2.carbon.dataservices.stub,2
co.elastic.apm:apm-hibernate-search-plugin-6_x,1
org.pac4j:pac4j-http,5
io.sentry:sentry-log4j2,1
org.odpi.egeria:platform-services-server,1
com.netease.nim:camellia-redis,1
consulo.plugin:consulo.javascript,1
com.datastax.spark:spark-cassandra-connector-java,1
localhost:module-a1,1
org.jboss.oreva:odata-core,1
org.teiid.wildfly.connectors:connector-ftp,1
org.webjars:excanvas,1
com.bird:bird-eventbus-core,1
org.apache.portals.applications:apa-webcontent2-content-rewriter,1
org.openehealth.ipf.boot:ipf-hl7-spring-boot-starter,1
org.apache.shiro:shiro-lang,1
org.apache.streampipes:streampipes-connect-api,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.treetagger-model-tagger-la-le,1
org.dkpro.core:dkpro-core-api-featurepath-asl,1
com.alibaba.nacos:nacos-consistency,1
org.apache.maven.its.shade.aie:a,1
com.intuit.autumn:autumn-service,1
org.apache.iceberg:iceberg-parquet,2
us.myles:viaversion,1
com.baeldung.quarkus:hello-service,1
org.springframework.data:spring-data-elasticsearch,9
org.eobjects.datacleaner:DataCleaner-network-tools,1
org.tuxdevelop:spring-batch-lightmin-repository,1
com.slack.api:slack-app-backend,2
org.restlet.jse:org.restlet.ext.slf4j,1
com.google.apis:google-http-client-jackson2,1
org.apache.avro:avro-ipc-jetty,1
com.github.freeacs:shell,1
com.salesforce:phoenix-pig,1
org.phoenicis:phoenicis-library,1
io.katharsis:katharsis-meta,1
org.opentelecoms.sdp:java-sdp-nist-bridge,3
org.pwm-project:pwm-server,1
de.jplag:python-3,1
org.noear:nami.channel.socketd.jdksocket,1
org.noear:nami.coder.protostuff,1
org.noear:solon-api,1
org.jbpm:idep-hibernate-core,1
org.carlspring.strongbox:strongbox-cron-api,1
io.quarkus:quarkus-builder,1
io.quarkus:quarkus-integration-test-class-transformer,1
io.quarkus:quarkus-logging-sentry-deployment,1
io.quarkus:quarkus-rest-client-mutiny,1
io.quarkus:quarkus-resteasy-mutiny-common,1
io.quarkus:quarkus-resteasy-mutiny-common-deployment,1
org.wildfly.security:wildfly-elytron-x500-cert,1
com.gluonhq.scenebuilder:kit,1
com.consol.citrus:citrus-jms,4
org.jcuda:jcudnn,1
org.schemarepo:schema-repo-api,1
org.codehaus.sonar:sonar-plugin-api,1
com.gitlab.dumonts:hunspell,2
org.dromara:hmily-apache-dubbo,1
org.corfudb:utils,1
io.spring.javaformat:spring-javaformat-checkstyle,1
org.jeecgframework.jimureport:jimureport-spring-boot-starter,1
org.androidtransfuse:transfuse-integration-test-generator,1
org.spiderflow:spider-flow-oss,1
org.elasticsearch.plugin:rank-eval-client,1
com.cxytiandi:kitty-register-nacos,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-diff,1
cloud.piranha.micro.shrinkwrap:piranha-micro-shrinkwrap,1
org.geowebcache:gwc-diskquota-core,1
org.webjars.bower:angular-ui-bootstrap-bower,1
org.primefaces.extensions:resources-codemirror,3
org.apache.felix:org.apache.felix.log,1
ch.cyberduck:s3,1
io.socket:engine.io-server-jetty,1
org.jboss.aerogear:aerogear-otp-java,3
org.lastnpe.eea:eea-all,1
org.openhab.addons.bundles:org.openhab.binding.powermax,1
org.openhab.addons.bundles:org.openhab.binding.renault,1
org.openhab.addons.bundles:org.openhab.binding.surepetcare,1
io.fabric8:docker-maven-plugin,1
com.hortonworks.streamline:streamline-catalog,1
org.icefaces:icefaces-comps,1
org.whitesource:pecoff4j,1
com.sika.code.standard.footer.demo:standard-footer-demo-common,1
org.forgerock.openam:openam-auth-fr-oath,1
org.sosy-lab:javasmt-solver-cvc4,1
org.apache.beam:beam-sdks-java-harness,1
org.restlet.jse:org.restlet.ext.ssl,1
org.springframework.cloud:spring-cloud-gcp-starter-trace,1
org.apereo.cas:cas-server-webapp-config,1
org.eclipse:equinox-preferences,1
com.facebook.presto:presto-i18n-functions,1
com.facebook.presto:presto-memory-context,1
fish.payara.server.internal.extras:glassfish-embedded-shell,1
fish.payara.server.internal.persistence.cmp:cmp-enhancer,1
fish.payara.server.internal.persistence.cmp:cmp-generator-database-l10n,1
fish.payara.server.internal.security:jaspic.provider.framework,1
fish.payara.server.internal.web:web-glue,1
io.dapr:dapr-sdk,1
com.sun.grizzly:grizzly-rcm,1
com.thinkbiganalytics.kylo.integrations:kylo-spark-merge-table-core,1
com.thinkbiganalytics.kylo.plugins:kylo-ranger-rest-client,1
com.thinkbiganalytics.kylo:kylo-commons-velocity-api,1
io.seata:seata-compressor-7z,1
com.github.hairless:plink-dao,1
org.teavm:teavm-eclipse-m2e-feature,1
fr.opensagres.xdocreport:fr.opensagres.xdocreport.document.ods,1
org.wikimodel:org.wikimodel.wem,1
org.apache.accumulo:accumulo-tserver,1
org.cache2k:cache2k-schema,1
de.jensd:fontawesomefx-fontawesome,2
io.spring.javaformat.intellij.idea:platform-impl,1
idb:idb,1
com.google.gwt:gwt-maps,1
ecs:ecs,2
org.apache.tika:tika-parser-apple-module,2
org.xwiki.platform:xwiki-platform-annotation-maintainer,1
javax.el:el-api,20
com.microsoft.azure:azure,4
software.amazon.awscdk:logs,1
com.diffblue:deeptestutils,1
org.apache.camel.quarkus:camel-quarkus-cbor,1
org.apache.camel.quarkus:camel-quarkus-debezium-sqlserver,1
org.apache.camel.quarkus:camel-quarkus-elsql,1
com.alibaba.boot:nacos-config-spring-boot-starter,5
com.seezoon:seezoon-framework,1
org.rauschig:jarchivelib,5
com.jcabi:jcabi-manifests,5
com.graphql-java:graphql-java-servlet,1
org.netbeans.api:org-netbeans-api-visual,6
com.alipay.sofa:hessian,2
com.sun.grizzly:grizzly-webserver,1
org.apache.hadoop:hadoop-dynamometer-infra,1
org.geekbang.projects:my-session,1
org.kohsuke:github-api,10
org.organicdesign:Paguro,4
org.apache.directory.server:apacheds-protocol-ldap,10
javax.jcr:jcr,13
org.netbeans.modules:org-netbeans-libs-scala-library,1
org.apache.tajo:tajo-catalog-common,1
jakarta.ws.rs:jakarta.ws.rs-api,29
org.apache.camel:camel-http4,4
info.debatty:java-lsh,2
org.apache.shardingsphere:sharding-core-execute,1
org.neo4j:procedure-compiler,3
org.locationtech.geogig:geogig-rocksdb,1
com.aliyun:aliyun-java-sdk-green,2
com.typesafe.scala-logging:scala-logging-api_2.11.0-RC3,1
com.github.jnr:jnr-unixsocket,12
com.structurizr:structurizr-core,4
org.apache.rocketmq:rocketmq-example,2
